texte,domaine,severite,impact,cible,friction
Arrivée en retard du bus!,NON_URGENT,1,1,0,MANQUE_LIEU
Enfant seul dans rue.,SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Petit perso perdu, appelle police.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
Enfant se perd sur trottoir.,SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Petit perd son chemin, aide-moi.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Enfant seul, appelle les urgences.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Gaz suspecte, aidez !",POMPIER,4,1,0,MANQUE_LIEU
Fuite de gaz ! Pompiers ?,POMPIER,4,1,0,MANQUE_LIEU
TGV bloqué à Paris Est.,TRANSPORT & MOBILITÉ,3,2,4,MANQUE_CONTEXTE
Problème TGV entre Lyon et Marseille.,TRANSPORT & MOBILITÉ,2,1,2,MANQUE_LIEU
Arrêt de TGV à Strasbourg.,TRANSPORT & MOBILITÉ,4,3,0,MANQUE_IDENTIFIANT
Mon ordi a la rouge!,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
"Papa, mon jeu s'est planté.",CYBERSÉCURITÉ,3,2,0,MANQUE_CONTEXTE
Le site de ma chérie est pas là!,CYBERSÉCURITÉ,4,3,2,MANQUE_LIEU
Tous mes fichiers sont égarés!,CYBERSÉCURITÉ,4,1,0,MANQUE_SYMPTEMES
Mon chat envoie des liens dangereux.,CYBERSÉCURITÉ,3,2,0,MANQUE_CONTEXTE
"TGV bloqué, quel gare ?",TRANSPORT & MOBILITÉ,3,1,0,MANQUE_LIEU
Situé près de la gare.,TRANSPORT & MOBILITÉ,2,1,0,MANQUE_LIEU
Avez-vous des billets ?,TRANSPORT & MOBILITÉ,3,1,0,MANQUE_IDENTIFIANT
J'ai perdu mon portefeuille.,TRANSPORT & MOBILITÉ,2,1,0,MANQUE_IDENTIFIANT
Quelle heure est-il ?,TRANSPORT & MOBILITÉ,3,1,0,MANQUE_CONTEXTE
Perte de sang profond.,MÉDICAL,3,2,4,MANQUE_CONTEXTE
Assistance pour blessure grave!,MÉDICAL,4,1,0,MANQUE_LIEU
Sang perdu rapidement.,MÉDICAL,3,2,4,MANQUE_CONTEXTE
Problème réseau serveur,NON_URGENT,1,1,0,MANQUE_LIEU
Manque de ressources CPU,NON_URGENT,2,1,0,MANQUE_LIEU
Erreur de sauvegarde,NON_URGENT,3,1,0,MANQUE_LIEU
Problème de connexion client,NON_URGENT,4,1,0,MANQUE_LIEU
Fuite mémoire détectée,NON_URGENT,1,2,0,MANQUE_LIEU
Au feu,POLICE,2,3,2,MANQUE_LIEU
Ça saigne,POLICE,3,2,0,MANQUE_CONTEXTE
À l'aide,POLICE,1,4,0,MANQUE_LIEU
Vite police,POLICE,3,2,0,MANQUE_CONTEXTE
Alerte immédiate,POLICE,4,1,0,MANQUE_LIEU
Serveur DNS down,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
"DNS offline, quelqu'un aidez ?",DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
"Problème DNS, urgent !",DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
"Serveur DNS hors ligne, aidez-moi !",DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Troll: 'Ma connexion est débile !',DIGITAL SUPPORT,2,3,4,MANQUE_CONTEXTE
Faux Numéro: 'Mon réseau est down! URGENT!',DIGITAL SUPPORT,3,2,0,MANQUE_LIEU
Troll: 'Est-ce que quelqu'un peut m'aider avec mon ongle cassé ?',DIGITAL SUPPORT,1,1,0,MANQUE_LIEU
Faux Numéro: 'Ma pizza est froide. C'est un problème ?',DIGITAL SUPPORT,1,1,0,MANQUE_LIEU
Troll: 'Mon internet ne fonctionne pas. Urgent !',DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
SOS EAU SABLÉE,SERVICES URBAINS,4,1,0,MANQUE_LIEU
EGOUTS SABLÉS 2!,SERVICES URBAINS,4,1,0,MANQUE_LIEU
EGOUTS DÉBOURDANT,SERVICES URBAINS,4,1,0,MANQUE_LIEU
EGOUTS SABLÉS! Où?,SERVICES URBAINS,4,1,0,MANQUE_LIEU
EGOUTS DÉBOURDANT! Urgent!,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Appel URGENT! Menace suicide pont.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Suicide sur le pont!,ASSISTANCE SOCIALE,3,2,4,MANQUE_CONTEXTE
Suicide en cours pont!,ASSISTANCE SOCIALE,3,2,4,MANQUE_CONTEXTE
Suicide pont ! Urgent !,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Appel urgence pont !,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Troll urbain alerté: Pièce dérobée.,POLICE,4,1,0,MANQUE_LIEU
"Faux numéro: Pizza froide, aidez-moi!",POLICE,3,2,0,MANQUE_LIEU
"Rixe urbaine: Ongle cassé, aidez-moi.",POLICE,3,2,0,MANQUE_LIEU
Manque d'identifiant: Troll urbain.,POLICE,4,1,0,MANQUE_IDENTIFIANT
Rixe urbaine: Mon portable est tombé.,POLICE,3,2,0,MANQUE_LIEU
Pylone électrique effondré près de moi.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Alerte pylone électrique!,ÉNERGIE & INFRASTRUCTURES,3,2,0,MANQUE_CONTEXTE
Pylone échoué - danger immédiat!,ÉNERGIE & INFRASTRUCTURES,4,3,0,MANQUE_LIEU
Pylone électrique cassé - aide immédiate!,ÉNERGIE & INFRASTRUCTURES,4,3,0,MANQUE_LIEU
"Désolé, je ne peux pas trouver mon téléphone.",NON_URGENT,1,1,0,MANQUE_LIEU
"Je voudrais savoir l'heure, mais je ne sais pas comment.",NON_URGENT,1,1,0,MANQUE_MESSAGE_ERREUR
Pourriez-vous me dire s'il pleut demain ?,NON_URGENT,1,1,0,MANQUE_MESSAGE_ERREUR
J'aimerais savoir la météo pour ma ville.,NON_URGENT,1,1,0,MANQUE_CONTEXTE
Je ne suis pas sûr de savoir où j'en suis.,NON_URGENT,1,1,0,MANQUE_LIEU
Réseau principal coupé.,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Serveur d'Active Directory inaccessible.,DIGITAL SUPPORT,4,3,2,MANQUE_LIEU
Échec de l'authentification.,DIGITAL SUPPORT,2,1,0,MANQUE_MESSAGE_ERREUR
Problème de signalisation.,DIGITAL SUPPORT,3,2,4,MANQUE_LIEU
Intervention immédiate nécessaire,ANIMALIER,4,1,0,MANQUE_LIEU
Animaux en détresse,ANIMALIER,3,2,4,MANQUE_SYMPTOMES
Maltraitance flagrante,ANIMALIER,4,3,2,MANQUE_CONTEXTE
Animal en danger,ANIMALIER,2,4,0,MANQUE_LIEU
Intervention urgente requise,ANIMALIER,3,2,4,MANQUE_IDENTIFIANT
Suicide pont! Urgent!,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Pont en danger! Appeler!,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Suicide! Immediate action needed!,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Appel urgent pont danger!,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Menace suicide! Help!,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Inondation à gauche.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Eau monte vite !,RISQUES ENVIRONNEMENTAUX,3,2,2,MANQUE_CONTEXTE
Ville sous'eau!,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Inondation dans mon quartier.,RISQUES ENVIRONNEMENTAUX,3,2,2,MANQUE_CONTEXTE
Eau en haut !,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
"Aide-moi, j'ai perdu l'électricité!",ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
J'ignore mon adresse.,ÉNERGIE & INFRASTRUCTURES,2,3,4,MANQUE_IDENTIFIANT
J'ai froid et je suis seul!,ÉNERGIE & INFRASTRUCTURES,2,4,4,MANQUE_CONTEXTE
L'électricité est tombée dans mon hôpital.,ÉNERGIE & INFRASTRUCTURES,3,2,0,MANQUE_LIEU
Accès refusé. Veuillez contactez le support immédiatement.,DIGITAL SUPPORT,4,2,0,MANQUE_LIEU
Serveur down. Résolution en cours.,DIGITAL SUPPORT,3,3,0,MANQUE_LIEU
Base de données inaccessible. Contactez l'admin.,DIGITAL SUPPORT,4,2,0,MANQUE_LIEU
Problème réseau. Vérifiez vos paramètres.,DIGITAL SUPPORT,3,2,0,MANQUE_LIEU
Maintenance programmée. Retourlez plus tard.,DIGITAL SUPPORT,1,1,0,MANQUE_LIEU
VOS DATA SONT EN Fuite!,CYBERSÉCURITÉ,4,3,2,MANQUE_MESSAGE_ERREUR
Fuite de données! VITE!,CYBERSÉCURITÉ,4,2,0,MANQUE_LIEU
Data fuite! Quoi faire?,CYBERSÉCURITÉ,3,2,0,MANQUE_CONTEXTE
Data fuite! Urgent!,CYBERSÉCURITÉ,4,2,0,MANQUE_LIEU
Feu aux voitures!,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Incendie dans un immeuble!,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Vol d'électricité!,SERVICES URBAINS,3,1,0,MANQUE_LIEU
Sismicité!,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Vélo coincé!,SERVICES URBAINS,2,1,0,MANQUE_LIEU
Incendie dans cuisine !,POMPIER,4,1,0,MANQUE_LIEU
Alerte incendie ! Fumée dans la cuisine.,POMPIER,3,2,0,MANQUE_LIEU
Frappe à la porte ! C'est un incendie !,POMPIER,4,1,0,MANQUE_LIEU
Accident sur la route !,POMPIER,2,3,4,COMPLET
Appel pour secours !,POMPIER,3,2,0,MANQUE_LIEU
Accident avec blessure grave !,POMPIER,4,1,0,MANQUE_LIEU
Enfant en danger !,POLICE,4,1,0,MANQUE_LIEU
"Petit s'échappe, aide !",POLICE,4,1,0,MANQUE_LIEU
Petit en panique !,POLICE,4,1,0,MANQUE_LIEU
Appel d'urgence pour enfant.,POLICE,4,1,0,MANQUE_LIEU
Enfant pris dans cambriolage !,POLICE,4,1,0,MANQUE_LIEU
Pylône cassé ! Aide !,ÉNERGIE & INFRASTRUCTURES,4,2,4,MANQUE_LIEU
"Pylo cassé, appelle le secours !",ÉNERGIE & INFRASTRUCTURES,3,2,4,MANQUE_LIEU
"Pylo effondré, aide-moi !",ÉNERGIE & INFRASTRUCTURES,3,2,4,MANQUE_LIEU
"Serveur down, aide !",DIGITAL SUPPORT,3,2,4,MANQUE_CONTEXTE
"Emails bloqués, aide !",DIGITAL SUPPORT,3,2,4,MANQUE_CONTEXTE
"No internet, what do I do?",DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Enfant en hémorragie. Besoin d'aide.,MÉDICAL,4,1,0,MANQUE_LIEU
Hémorragie sévère. Aide immédiate.,MÉDICAL,4,1,0,MANQUE_LIEU
Petit malade en hémorragie.,MÉDICAL,4,1,0,MANQUE_LIEU
Erreur commande pizza.,NON_URGENT,1,1,0,MANQUE_LIEU
Pizza commandée par erreur.,NON_URGENT,1,1,0,MANQUE_LIEU
Commande pizza incorrecte.,NON_URGENT,1,1,0,MANQUE_LIEU
Mon chien est méchant !,ANIMALIER,4,1,0,MANQUE_LIEU
"Chien échappe, très inquiet !",ANIMALIER,3,2,4,MANQUE_CONTEXTE
"Chien dangereux, quelqu'un aide !",ANIMALIER,3,2,4,MANQUE_CONTEXTE
Enfant hypothermie,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Petit froid,ASSISTANCE SOCIALE,3,1,2,MANQUE_CONTEXTE
Enfant malade,ASSISTANCE SOCIALE,2,1,0,MANQUE_LIEU
Child cold,ASSISTANCE SOCIALE,3,1,2,MANQUE_CONTEXTE
Enfant ne répond pas,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Problème flagrant,ANIMALIER,3,2,2,MANQUE_CONTEXTE
Traumatisme animal,ANIMALIER,4,3,4,MANQUE_LIEU
Animal violenté,ANIMALIER,2,1,0,MANQUE_LIEU
Problème d'animal,ANIMALIER,4,2,2,MANQUE_CONTEXTE
Alerte Ransomware! Serveur down.,CYBERSÉCURITÉ,4,3,2,MANQUE_CONTEXTE
URGENT: Virus ransomware détecté.,CYBERSÉCURITÉ,4,3,2,MANQUE_LIEU
SOS Ransomware! Mon ordinateur est illisible!,CYBERSÉCURITÉ,4,3,2,MANQUE_CONTEXTE
Virus ransomware sur mon réseau.,CYBERSÉCURITÉ,4,3,2,MANQUE_LIEU
"Ransomware sur mon ordi, aidez-moi!",CYBERSÉCURITÉ,4,3,2,MANQUE_CONTEXTE
Rixe ! Police ?,POLICE,2,1,0,MANQUE_LIEU
"Voiture brisée, aidez !",POLICE,3,2,4,MANQUE_CONTEXTE
Combat suspect sur la rue !,POLICE,3,3,0,MANQUE_LIEU
"Personne tombe, aider ?",POLICE,2,1,4,MANQUE_CONTEXTE
"Voisins en conflit, aidez !",POLICE,2,1,0,MANQUE_LIEU
Réseau coupé ? Quelle est l'adresse IP?,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
"Connexion perdue, quel port est utilisé?",DIGITAL SUPPORT,3,2,4,MANQUE_LIEU
"Serveur indisponible, quel est le nom?",DIGITAL SUPPORT,3,2,4,MANQUE_LIEU
"Réseau interrompu, quel est l'adresse MAC?",DIGITAL SUPPORT,3,2,4,MANQUE_LIEU
"Problème réseau, quel est le nom du serveur?",DIGITAL SUPPORT,3,2,4,MANQUE_LIEU
Attaque Ransomware en cours !,CYBERSÉCURITÉ,4,3,2,MANQUE_CONTEXTE
Pile de pizza froide !,CYBERSÉCURITÉ,1,1,0,MANQUE_LIEU
Ongle cassé...,CYBERSÉCURITÉ,2,2,4,MANQUE_LIEU
"Faux numéro, aide !",CYBERSÉCURITÉ,1,2,0,MANQUE_LIEU
Batterie basse !,CYBERSÉCURITÉ,1,2,0,MANQUE_LIEU
Pylône effondré à la commune de [lieu].,ÉNERGIE & INFRASTRUCTURES,4,3,2,MANQUE_LIEU
Incendie près du pylône électrique.,ÉNERGIE & INFRASTRUCTURES,4,3,2,MANQUE_LIEU
Problème de tension à la région [lieu].,ÉNERGIE & INFRASTRUCTURES,3,2,0,MANQUE_LIEU
Pylône électrique défectueux à [lieu].,ÉNERGIE & INFRASTRUCTURES,4,3,2,MANQUE_LIEU
Pylône tombé ! Qu'est-ce ? Je suis seul.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Pylône cassé ! Qui peut aider ?,ÉNERGIE & INFRASTRUCTURES,3,2,0,MANQUE_LIEU
Pylône effondré ! Urgent ?,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Pylône tombé ! Quelle panique ?,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Vivez-vous près d'une zone de risque environnemental ?,RISQUES ENVIRONNEMENTAUX,2,1,0,MANQUE_LIEU
Une coulée de boue a été signalée dans la ville.,RISQUES ENVIRONNEMENTAUX,3,2,4,COMPLET
Trouvez une coulée de boue près d'une route.,RISQUES ENVIRONNEMENTAUX,2,1,0,MANQUE_LIEU
Une zone côtière a été affectée par une coulée de boue.,RISQUES ENVIRONNEMENTAUX,3,2,4,COMPLET
Feu tricolore? Appel urgent!,SERVICES URBAINS,4,1,0,MANQUE_LIEU
En feu? Qui appelle?,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Feu tricolore ici!,SERVICES URBAINS,4,1,0,MANQUE_LIEU
En feu! Appel urgent!,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Intrusion détectée serveur,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Seulement IP trouvée,CYBERSÉCURITÉ,3,2,2,MANQUE_IDENTIFIANT
Symptômes: Service down,CYBERSÉCURITÉ,2,3,4,MANQUE_CONTEXTE
Message d'erreur non reçu,CYBERSÉCURITÉ,1,2,0,MANQUE_MESSAGE_ERREUR
Contexte absent,CYBERSÉCURITÉ,4,1,0,MANQUE_CONTEXTE
Serveur hacké! Urgent!,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Intrusion sur le site!,CYBERSÉCURITÉ,3,2,0,MANQUE_CONTEXTE
"Serveur down, aide!",CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Intrusion sur notre réseau!,CYBERSÉCURITÉ,3,2,0,MANQUE_CONTEXTE
"Serveur hacké, aide immédiate!",CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Boue sur trottoir.,RISQUES ENVIRONNEMENTAUX,2,1,0,MANQUE_LIEU
Boue dans rue.,RISQUES ENVIRONNEMENTAUX,2,1,0,MANQUE_LIEU
Enfant a mal au poitrin.,MÉDICAL,4,1,0,MANQUE_LIEU
Enfant n'est pas réagissant.,MÉDICAL,4,1,0,MANQUE_LIEU
Enfant ressente du mal.,MÉDICAL,4,1,0,MANQUE_LIEU
Enfant tombe inconscient.,MÉDICAL,4,1,0,MANQUE_LIEU
Enfant a du vomissement.,MÉDICAL,4,1,0,MANQUE_LIEU
Retard bus,NON_URGENT,1,1,0,MANQUE_LIEU
Bus tard,NON_URGENT,1,1,0,MANQUE_LIEU
Transport public retardé,NON_URGENT,1,1,0,MANQUE_LIEU
Bus ne vient pas,NON_URGENT,1,1,0,MANQUE_LIEU
Aide immédiate,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Assistance électrique,ÉNERGIE & INFRASTRUCTURES,3,2,0,MANQUE_LIEU
Eclairage urgent,ÉNERGIE & INFRASTRUCTURES,3,2,0,MANQUE_LIEU
Contact aide,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Signalisation besoin,ÉNERGIE & INFRASTRUCTURES,3,2,0,MANQUE_LIEU
Mon chien a couru.,ANIMALIER,3,2,0,MANQUE_LIEU
Acheter délicieux pour mon chien.,ANIMALIER,1,1,0,MANQUE_LIEU
Chien a suivi une voiture.,ANIMALIER,2,1,0,MANQUE_LIEU
Aider mon chien en détresse.,ANIMALIER,1,1,0,MANQUE_LIEU
DNS n'est pas répondant,DIGITAL SUPPORT,3,2,2,MANQUE_LIEU
Serveur DNS hors ligne,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Quelle heure est-il?,NON_URGENT,1,1,0,MANQUE_LIEU
Il fait beau aujourd'hui.,NON_URGENT,1,1,0,MANQUE_LIEU
Quelle est la météo à Paris?,NON_URGENT,1,1,0,MANQUE_LIEU
Je veux connaître l'heure exactement.,NON_URGENT,1,1,0,MANQUE_LIEU
Je cherche la météo dans mon ville.,NON_URGENT,1,1,0,MANQUE_LIEU
Accident autoroute,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Crasse voiture,TRANSPORT & MOBILITÉ,3,2,4,MANQUE_IDENTIFIANT
Arret d'urgence,TRANSPORT & MOBILITÉ,2,3,2,MANQUE_CONTEXTE
Bouchon autoroute,TRANSPORT & MOBILITÉ,1,4,0,MANQUE_LIEU
Collision,TRANSPORT & MOBILITÉ,4,2,4,MANQUE_SYMPTEMES
Pylône effondré!,ÉNERGIE & INFRASTRUCTURES,4,2,2,MANQUE_LIEU
Arret immédiat!,ÉNERGIE & INFRASTRUCTURES,3,1,0,MANQUE_LIEU
Electricité coupée!,ÉNERGIE & INFRASTRUCTURES,4,3,2,MANQUE_LIEU
Alerte urgente!,ÉNERGIE & INFRASTRUCTURES,2,1,0,MANQUE_LIEU
Panne électrique!,ÉNERGIE & INFRASTRUCTURES,3,2,2,MANQUE_LIEU
Égouts débordant! Raccrochez-moi quand vous pouvez!,SERVICES URBAINS,4,1,0,MANQUE_LIEU
SOS! Égouts en panne. Rendez-vous là-bas!,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Égouts débordant! Rappeler quand possible!,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Localisez les générateurs alternatifs immédiatement.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Vérifiez la distribution électrique principale.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Activez les systèmes de stockage d'énergie.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Contactez les services d'électricité locales.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Préparez les générateurs aux démarrage.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
"TGV bloqué, aide immédiate!",TRANSPORT & MOBILITÉ,4,2,2,MANQUE_LIEU
SOS TGV en panne.,TRANSPORT & MOBILITÉ,3,1,0,MANQUE_CONTEXTE
TGV immobilisé!,TRANSPORT & MOBILITÉ,4,2,2,MANQUE_LIEU
Aide pour mon TGV bloqué.,TRANSPORT & MOBILITÉ,3,1,0,MANQUE_CONTEXTE
TGV ne fonctionne pas!,TRANSPORT & MOBILITÉ,4,2,2,MANQUE_LIEU
Au feu,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Ça saigne,SERVICES URBAINS,3,2,4,MANQUE_IDENTIFIANT
À l'aide,SERVICES URBAINS,2,1,0,MANQUE_LIEU
Vite police,SERVICES URBAINS,3,2,4,MANQUE_IDENTIFIANT
Trou béant,SERVICES URBAINS,2,1,0,MANQUE_LIEU
Pylône tombe!,ÉNERGIE & INFRASTRUCTURES,3,1,2,MANQUE_LIEU
Pylône cassé!,ÉNERGIE & INFRASTRUCTURES,3,2,4,MANQUE_CONTEXTE
Electricité défaillante!,ÉNERGIE & INFRASTRUCTURES,3,1,2,MANQUE_LIEU
Fuite inondation rapide!,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Sauvez-vous! Inondation!,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Quelqu'un aidez!,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Inondation! Pleure!,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Rejoignez-moi vite!,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
"J'ai commandé une pizza, mais c'est froide.",NON_URGENT,1,1,0,MANQUE_LIEU
"Pfff, mon ongle est cassé.",NON_URGENT,1,1,0,MANQUE_LIEU
J'ai mangé une pizza par erreur.,NON_URGENT,1,1,0,MANQUE_LIEU
"La pizza est froide, aidez-moi!",NON_URGENT,1,1,0,MANQUE_LIEU
Quelle heure est-il ?,NON_URGENT,1,1,0,MANQUE_LIEU
Le temps fait beau aujourd'hui ?,NON_URGENT,1,1,0,MANQUE_LIEU
La pizza est chaude ?,NON_URGENT,1,1,0,MANQUE_LIEU
Je suis fatigué.,NON_URGENT,1,1,0,MANQUE_LIEU
Le réseau d'égouts est en surcharge. Urgent.,SERVICES URBAINS,4,2,4,MANQUE_LIEU
Overflow des égouts à la rue [Adresse].,SERVICES URBAINS,3,2,4,MANQUE_LIEU
Surchauffe des égouts à [Adresse]. Urgent.,SERVICES URBAINS,3,2,4,MANQUE_LIEU
Débordement d'eau dans les égouts à [Adresse].,SERVICES URBAINS,2,1,4,MANQUE_LIEU
Incendie dans mon immeuble ! Help !,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Feux dans ma voiture !,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Feux dans le parc ! Quelqu'un aide !,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Pylône effondré près du parc.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Pylo effondre sur la voie rapide.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Pylône s'effondre près du lycée.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Pylo tombe sur le trottoir.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Pylône effondre près de l'école.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Je veux pas jouer.,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Mon jeu ne fonctionne plus.,DIGITAL SUPPORT,3,2,4,MANQUE_MESSAGE_ERREUR
Mon internet c'est mort.,DIGITAL SUPPORT,3,3,2,MANQUE_LIEU
Je ne peux pas accéder à mon compte.,DIGITAL SUPPORT,4,3,0,MANQUE_IDENTIFIANT
Mon tablette ne démarre pas.,DIGITAL SUPPORT,3,2,4,MANQUE_LIEU
Personne rôdant dangereusement,POLICE,3,2,4,COMPLET
Individu suspecte de rôder dangereusement,POLICE,3,2,4,COMPLET
Personne non identifiée rôdant dangereusement dans la rue,POLICE,3,2,4,COMPLET
Réseau coupé,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Connexion perdue,DIGITAL SUPPORT,3,2,2,MANQUE_CONTEXTE
Voix défaillante,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Mauvaise connexion,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Mon chat a été déchiré! Aidez-moi s'il vous plaît!,ANIMALIER,4,3,0,MANQUE_LIEU
Mon chien a été frappé. Qu'est-ce que je fais?,ANIMALIER,4,3,0,MANQUE_LIEU
Une petite souris a été tuée. Je suis désolé.,ANIMALIER,4,3,0,MANQUE_LIEU
Mon porc est tombé. Il semble avoir été blessé.,ANIMALIER,4,3,0,MANQUE_LIEU
Mon oiseau a été arraché. Je suis effrayé.,ANIMALIER,4,3,0,MANQUE_LIEU
Vite police.,ASSISTANCE SOCIALE,3,2,2,MANQUE_SYMPTOMES
Au feu!,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Ça saigne.,ASSISTANCE SOCIALE,2,3,4,MANQUE_IDENTIFIANT
Aide-moi!,ASSISTANCE SOCIALE,3,1,0,MANQUE_LIEU
Serveur down !,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Accès refusé !,CYBERSÉCURITÉ,3,2,4,MANQUE_CONTEXTE
VPN bloque !,CYBERSÉCURITÉ,3,1,2,MANQUE_LIEU
DDoS alert !,CYBERSÉCURITÉ,4,3,0,MANQUE_MESSAGE_ERREUR
Firewall fail !,CYBERSÉCURITÉ,2,1,0,MANQUE_LIEU
Personne suspectée de rôder dans la ville.,POLICE,3,2,0,MANQUE_LIEU
Individu rôdant près du parc.,POLICE,4,1,0,MANQUE_LIEU
Personne suspectée de rôder près des bâtiments commerciaux.,POLICE,3,2,0,MANQUE_LIEU
Individu rôdant dans les rues principales.,POLICE,4,1,0,MANQUE_LIEU
Chaleur,ASSISTANCE SOCIALE,1,1,0,MANQUE_LIEU
J'arrive sur la map !,NON_URGENT,1,1,0,MANQUE_LIEU
Mon unité a perdu.,NON_URGENT,1,1,0,MANQUE_LIEU
Ennemi approche rapidement !,NON_URGENT,1,1,0,MANQUE_LIEU
Need to regroup now.,NON_URGENT,1,1,0,MANQUE_LIEU
Aller à la base !,NON_URGENT,1,1,0,MANQUE_LIEU
NOUVEL ACCIDENT ÉLECTRIQUE,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
HOPITAL PERD UNE ÉLECTRIFIC,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
BLACKOUT A L'HOPITAL !,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
BLOCAGE EN ÉLECTRICITÉ A L'HOPITAL,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
NOUVEAU BLACKOUT ÉLECTRIQUE,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Réseau offline,DIGITAL SUPPORT,3,2,0,MANQUE_LIEU
Coupure totale,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Problème réseau,DIGITAL SUPPORT,2,2,0,MANQUE_LIEU
