texte,label,priorite
"Vol à l'arraché dans le centre ville - secteur centre, Bordeaux",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - zone industrielle, Bordeaux",POMPIER,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Lyon",POLICE,BASSE
"Tapage nocturne persistant et cris - secteur centre, Lyon",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Paris",POLICE,HAUTE
"Vol à l'arraché dans le centre ville - avenue de la République, Paris",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - zone industrielle, Marseille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - avenue de la République, Bordeaux",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - secteur centre, Marseille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - boulevard Victor Hugo, Paris",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Bordeaux",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Marseille",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - avenue de la République, Paris",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - rue de la Paix, Paris",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - secteur centre, Marseille",POMPIER,MOYENNE
"Agression à main armée signalée sur la voie publique - rue de la Paix, Lille",POLICE,HAUTE
"Feu de poubelle se propageant à un véhicule - secteur centre, Lyon",POMPIER,HAUTE
"Tapage nocturne persistant et cris - zone industrielle, Bordeaux",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - secteur centre, Lille",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - rue de la Paix, Paris",POLICE,MOYENNE
"Feu de poubelle se propageant à un véhicule - avenue de la République, Paris",POMPIER,HAUTE
"Différend familial violent avec menaces - zone industrielle, Lille",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - secteur centre, Marseille",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Lyon",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - rue de la Paix, Marseille",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Bordeaux",POMPIER,MOYENNE
"Tapage nocturne persistant et cris - zone industrielle, Bordeaux",POLICE,BASSE
"Accident de la route avec personne incarcérée - avenue de la République, Paris",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Bordeaux",POMPIER,MOYENNE
"Départ de feu de forêt zone péri-urbaine - avenue de la République, Marseille",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - zone industrielle, Paris",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - secteur centre, Lille",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Paris",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - secteur centre, Lille",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Lille",POLICE,BASSE
"Départ de feu de forêt zone péri-urbaine - secteur centre, Lille",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - avenue de la République, Lille",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - rue de la Paix, Paris",POMPIER,BASSE
"Cambriolage en cours signalé par un voisin - secteur centre, Lille",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - avenue de la République, Lyon",POLICE,BASSE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Lyon",POMPIER,MOYENNE
"Manifestation non déclarée avec dégradations - avenue de la République, Paris",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - secteur centre, Paris",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - secteur centre, Bordeaux",POLICE,HAUTE
"Inondation de sous-sol après orage violent - zone industrielle, Bordeaux",POMPIER,MOYENNE
"Vol à l'arraché dans le centre ville - rue de la Paix, Paris",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Bordeaux",POLICE,BASSE
"Différend familial violent avec menaces - zone industrielle, Lyon",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - secteur centre, Marseille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Marseille",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Lyon",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Paris",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - avenue de la République, Lille",POLICE,MOYENNE
"Chat coincé sur un toit à grande hauteur - rue de la Paix, Paris",POMPIER,BASSE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Bordeaux",POLICE,BASSE
"Tapage nocturne persistant et cris - boulevard Victor Hugo, Marseille",POLICE,BASSE
"Vol à l'arraché dans le centre ville - rue de la Paix, Marseille",POLICE,MOYENNE
"Tapage nocturne persistant et cris - secteur centre, Lyon",POLICE,BASSE
"Accident de la route avec personne incarcérée - secteur centre, Paris",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Tapage nocturne persistant et cris - zone industrielle, Marseille",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - rue de la Paix, Lyon",POLICE,HAUTE
"Alerte monoxyde de carbone dans une école - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - secteur centre, Bordeaux",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Bordeaux",POMPIER,MOYENNE
"Vol à l'arraché dans le centre ville - avenue de la République, Lille",POLICE,MOYENNE
"Différend familial violent avec menaces - zone industrielle, Bordeaux",POLICE,MOYENNE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Paris",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - avenue de la République, Bordeaux",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - zone industrielle, Lyon",POLICE,BASSE
"Départ de feu de forêt zone péri-urbaine - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - secteur centre, Marseille",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - secteur centre, Lyon",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - secteur centre, Paris",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Bordeaux",POMPIER,MOYENNE
"Différend familial violent avec menaces - zone industrielle, Paris",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - secteur centre, Lille",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - avenue de la République, Bordeaux",POMPIER,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Lyon",POLICE,BASSE
"Accident de la route avec personne incarcérée - rue de la Paix, Marseille",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - zone industrielle, Lyon",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Bordeaux",POLICE,BASSE
"Différend familial violent avec menaces - rue de la Paix, Lyon",POLICE,MOYENNE
"Feu de structure dans un immeuble d'habitation - rue de la Paix, Lyon",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - secteur centre, Lille",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - avenue de la République, Lille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Marseille",POMPIER,MOYENNE
"Cambriolage en cours signalé par un voisin - boulevard Victor Hugo, Bordeaux",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - boulevard Victor Hugo, Paris",POLICE,BASSE
"Inondation de sous-sol après orage violent - zone industrielle, Bordeaux",POMPIER,MOYENNE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Lille",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - avenue de la République, Marseille",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Lille",POLICE,HAUTE
"Agression à main armée signalée sur la voie publique - rue de la Paix, Lyon",POLICE,HAUTE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Lille",POMPIER,BASSE
"Tapage nocturne persistant et cris - secteur centre, Lille",POLICE,BASSE
"Inondation de sous-sol après orage violent - secteur centre, Paris",POMPIER,MOYENNE
"Véhicule suspect stationné devant une banque - zone industrielle, Lyon",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - secteur centre, Lyon",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Paris",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Lille",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Lyon",POMPIER,HAUTE
"Tapage nocturne persistant et cris - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Paris",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - secteur centre, Paris",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Lille",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - avenue de la République, Paris",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - rue de la Paix, Bordeaux",POMPIER,MOYENNE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Lyon",POMPIER,HAUTE
"Différend familial violent avec menaces - zone industrielle, Marseille",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - secteur centre, Lille",POMPIER,MOYENNE
"Cambriolage en cours signalé par un voisin - zone industrielle, Lille",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - zone industrielle, Marseille",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Bordeaux",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - avenue de la République, Paris",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - zone industrielle, Lyon",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Lyon",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Lyon",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Marseille",POMPIER,MOYENNE
"Inondation de sous-sol après orage violent - secteur centre, Lyon",POMPIER,MOYENNE
"Manifestation non déclarée avec dégradations - avenue de la République, Bordeaux",POLICE,MOYENNE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Paris",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Paris",POLICE,BASSE
"Différend familial violent avec menaces - zone industrielle, Bordeaux",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Marseille",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - secteur centre, Bordeaux",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - secteur centre, Lyon",POMPIER,MOYENNE
"Fuite de gaz suspecte dans une cave - secteur centre, Bordeaux",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - secteur centre, Lyon",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - avenue de la République, Lyon",POMPIER,MOYENNE
"Départ de feu de forêt zone péri-urbaine - avenue de la République, Paris",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - secteur centre, Marseille",POLICE,HAUTE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Paris",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - secteur centre, Paris",POMPIER,HAUTE
"Tapage nocturne persistant et cris - rue de la Paix, Bordeaux",POLICE,BASSE
"Véhicule suspect stationné devant une banque - zone industrielle, Lyon",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Lyon",POMPIER,MOYENNE
"Fuite de gaz suspecte dans une cave - rue de la Paix, Paris",POMPIER,HAUTE
"Tapage nocturne persistant et cris - rue de la Paix, Marseille",POLICE,BASSE
"Personne errante et confuse sur l'autoroute - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Lyon",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Lille",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - zone industrielle, Marseille",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Lyon",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - boulevard Victor Hugo, Marseille",POLICE,MOYENNE
"Tapage nocturne persistant et cris - secteur centre, Paris",POLICE,BASSE
"Inondation de sous-sol après orage violent - zone industrielle, Paris",POMPIER,MOYENNE
"Vol à l'arraché dans le centre ville - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - avenue de la République, Bordeaux",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - zone industrielle, Marseille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Lyon",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - zone industrielle, Lyon",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Différend familial violent avec menaces - zone industrielle, Paris",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Marseille",POMPIER,MOYENNE
"Inondation de sous-sol après orage violent - rue de la Paix, Marseille",POMPIER,MOYENNE
"Chat coincé sur un toit à grande hauteur - secteur centre, Lyon",POMPIER,BASSE
"Véhicule suspect stationné devant une banque - secteur centre, Paris",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Marseille",POMPIER,BASSE
"Accident de la route avec personne incarcérée - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - secteur centre, Marseille",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - zone industrielle, Marseille",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - boulevard Victor Hugo, Paris",POLICE,MOYENNE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Lille",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - zone industrielle, Lille",POLICE,BASSE
"Inondation de sous-sol après orage violent - zone industrielle, Marseille",POMPIER,MOYENNE
"Fuite de gaz suspecte dans une cave - avenue de la République, Paris",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - zone industrielle, Paris",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - secteur centre, Marseille",POMPIER,MOYENNE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Lille",POLICE,MOYENNE
"Feu de poubelle se propageant à un véhicule - secteur centre, Marseille",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - zone industrielle, Paris",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - zone industrielle, Lille",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - zone industrielle, Bordeaux",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - avenue de la République, Bordeaux",POLICE,HAUTE
"Cambriolage en cours signalé par un voisin - avenue de la République, Lille",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - secteur centre, Lyon",POLICE,BASSE
"Tapage nocturne persistant et cris - rue de la Paix, Bordeaux",POLICE,BASSE
"Manifestation non déclarée avec dégradations - secteur centre, Paris",POLICE,MOYENNE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Lyon",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - zone industrielle, Marseille",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - avenue de la République, Marseille",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - rue de la Paix, Paris",POMPIER,MOYENNE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - zone industrielle, Bordeaux",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - secteur centre, Marseille",POLICE,BASSE
"Tapage nocturne persistant et cris - rue de la Paix, Bordeaux",POLICE,BASSE
"Accident de la route avec personne incarcérée - rue de la Paix, Lille",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - zone industrielle, Lille",POMPIER,MOYENNE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Paris",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Bordeaux",POLICE,BASSE
"Différend familial violent avec menaces - rue de la Paix, Marseille",POLICE,MOYENNE
"Différend familial violent avec menaces - zone industrielle, Lille",POLICE,MOYENNE
"Différend familial violent avec menaces - zone industrielle, Lyon",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - secteur centre, Bordeaux",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Bordeaux",POMPIER,MOYENNE
"Cambriolage en cours signalé par un voisin - avenue de la République, Lyon",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - avenue de la République, Paris",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Lyon",POMPIER,BASSE
"Accident de la route avec personne incarcérée - secteur centre, Lyon",POMPIER,HAUTE
"Tapage nocturne persistant et cris - avenue de la République, Paris",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Lyon",POMPIER,MOYENNE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Lyon",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Bordeaux",POMPIER,BASSE
"Manifestation non déclarée avec dégradations - avenue de la République, Paris",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Paris",POLICE,BASSE
"Manifestation non déclarée avec dégradations - zone industrielle, Marseille",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - rue de la Paix, Marseille",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - secteur centre, Lille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - secteur centre, Bordeaux",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - rue de la Paix, Lille",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - rue de la Paix, Marseille",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Marseille",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Bordeaux",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - rue de la Paix, Marseille",POLICE,HAUTE
"Tapage nocturne persistant et cris - secteur centre, Lille",POLICE,BASSE
"Personne errante et confuse sur l'autoroute - zone industrielle, Lyon",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - boulevard Victor Hugo, Bordeaux",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - avenue de la République, Lille",POMPIER,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Marseille",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - secteur centre, Marseille",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - secteur centre, Bordeaux",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - avenue de la République, Lille",POMPIER,MOYENNE
"Agression à main armée signalée sur la voie publique - avenue de la République, Bordeaux",POLICE,HAUTE
"Inondation de sous-sol après orage violent - rue de la Paix, Marseille",POMPIER,MOYENNE
"Inondation de sous-sol après orage violent - rue de la Paix, Bordeaux",POMPIER,MOYENNE
"Différend familial violent avec menaces - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Tapage nocturne persistant et cris - secteur centre, Lyon",POLICE,BASSE
"Accident de la route avec personne incarcérée - secteur centre, Paris",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Bordeaux",POLICE,BASSE
"Tapage nocturne persistant et cris - secteur centre, Paris",POLICE,BASSE
"Différend familial violent avec menaces - avenue de la République, Lille",POLICE,MOYENNE
"Tapage nocturne persistant et cris - secteur centre, Lille",POLICE,BASSE
"Tapage nocturne persistant et cris - secteur centre, Paris",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Marseille",POMPIER,MOYENNE
"Inondation de sous-sol après orage violent - rue de la Paix, Marseille",POMPIER,MOYENNE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Lille",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - rue de la Paix, Lyon",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - boulevard Victor Hugo, Lille",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - avenue de la République, Lyon",POLICE,HAUTE
"Tapage nocturne persistant et cris - rue de la Paix, Lyon",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Lyon",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Lille",POMPIER,MOYENNE
"Fuite de gaz suspecte dans une cave - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - avenue de la République, Marseille",POLICE,HAUTE
"Véhicule suspect stationné devant une banque - zone industrielle, Paris",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - avenue de la République, Lille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Bordeaux",POLICE,BASSE
"Véhicule suspect stationné devant une banque - rue de la Paix, Bordeaux",POLICE,BASSE
"Différend familial violent avec menaces - boulevard Victor Hugo, Bordeaux",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - avenue de la République, Lille",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Marseille",POLICE,HAUTE
"Véhicule suspect stationné devant une banque - secteur centre, Paris",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - secteur centre, Marseille",POLICE,HAUTE
"Fuite de gaz suspecte dans une cave - secteur centre, Paris",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Marseille",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - avenue de la République, Marseille",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Lille",POMPIER,MOYENNE
"Inondation de sous-sol après orage violent - zone industrielle, Lyon",POMPIER,MOYENNE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Lille",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - secteur centre, Paris",POLICE,HAUTE
"Départ de feu de forêt zone péri-urbaine - zone industrielle, Marseille",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - avenue de la République, Lille",POLICE,HAUTE
"Accident de la route avec personne incarcérée - zone industrielle, Marseille",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - zone industrielle, Bordeaux",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - avenue de la République, Lyon",POLICE,HAUTE
"Feu de structure dans un immeuble d'habitation - secteur centre, Bordeaux",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - rue de la Paix, Paris",POLICE,MOYENNE
"Différend familial violent avec menaces - rue de la Paix, Paris",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Marseille",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Marseille",POLICE,BASSE
"Véhicule suspect stationné devant une banque - rue de la Paix, Lille",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Lyon",POLICE,BASSE
"Vol à l'arraché dans le centre ville - zone industrielle, Paris",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Bordeaux",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - secteur centre, Bordeaux",POLICE,HAUTE
"Chat coincé sur un toit à grande hauteur - boulevard Victor Hugo, Bordeaux",POMPIER,BASSE
"Vol à l'arraché dans le centre ville - boulevard Victor Hugo, Bordeaux",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - avenue de la République, Marseille",POLICE,BASSE
"Vol à l'arraché dans le centre ville - zone industrielle, Paris",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - boulevard Victor Hugo, Bordeaux",POLICE,MOYENNE
"Tapage nocturne persistant et cris - avenue de la République, Lille",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Marseille",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - secteur centre, Lille",POMPIER,BASSE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Lyon",POLICE,BASSE
"Tapage nocturne persistant et cris - avenue de la République, Lyon",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - zone industrielle, Bordeaux",POMPIER,HAUTE
"Tapage nocturne persistant et cris - rue de la Paix, Marseille",POLICE,BASSE
"Vol à l'arraché dans le centre ville - avenue de la République, Lille",POLICE,MOYENNE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Marseille",POLICE,MOYENNE
"Feu de poubelle se propageant à un véhicule - secteur centre, Paris",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - boulevard Victor Hugo, Lyon",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - rue de la Paix, Marseille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Marseille",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Marseille",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - avenue de la République, Paris",POLICE,BASSE
"Différend familial violent avec menaces - rue de la Paix, Paris",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - secteur centre, Lyon",POLICE,BASSE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Marseille",POMPIER,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Lille",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Paris",POLICE,BASSE
"Personne errante et confuse sur l'autoroute - secteur centre, Marseille",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Paris",POMPIER,MOYENNE
"Vol à l'arraché dans le centre ville - rue de la Paix, Lyon",POLICE,MOYENNE
"Chat coincé sur un toit à grande hauteur - secteur centre, Paris",POMPIER,BASSE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Paris",POLICE,BASSE
"Tapage nocturne persistant et cris - rue de la Paix, Paris",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Marseille",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - secteur centre, Bordeaux",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - rue de la Paix, Marseille",POLICE,HAUTE
