texte,domaine,impact,urgence
"Je suis terrorisé, personne coincée sous un tracteur sur l'autoroute. en pleine nuit",POMPIER,3,4
"Faites très attention, déraillement d'un train de passagers au bord du lac. personne ne sait quoi faire",POMPIER,4,4
Urgence vitale ! effondrement du toit d'un supermarché sur l'autoroute. sous une pluie battante,POMPIER,4,4
"Alerte maximale, personne coincée sous un tracteur au bord du lac. il y a beaucoup de monde autour",POMPIER,3,4
"Je suis terrorisé, fuite radioactive suspectée à l'aéroport. personne ne sait quoi faire",POMPIER,4,4
"Faites très attention, effondrement du toit d'un supermarché à l'aéroport. en pleine nuit",POMPIER,4,4
"Mon Dieu, feu de forêt qui s'approche des maisons à l'aéroport. personne ne sait quoi faire",POMPIER,4,4
Urgence vitale ! personne coincée sous un tracteur sur l'autoroute. en pleine nuit,POMPIER,3,4
"C'est la panique absolue, feu de forêt qui s'approche des maisons sur l'autoroute. il y a beaucoup de monde autour",POMPIER,4,4
"Alerte maximale, effondrement du toit d'un supermarché au bord du lac. sous une pluie battante",POMPIER,4,4
"Mon Dieu, feu de forêt qui s'approche des maisons à l'aéroport. il y a beaucoup de monde autour",POMPIER,4,4
"C'est la panique absolue, effondrement du toit d'un supermarché au tribunal. sous une pluie battante",POMPIER,4,4
"Faites très attention, feu de forêt qui s'approche des maisons au tribunal. il y a beaucoup de monde autour",POMPIER,4,4
"Je suis terrorisé, feu de forêt qui s'approche des maisons au bord du lac. il y a beaucoup de monde autour",POMPIER,4,4
"Mon Dieu, fuite radioactive suspectée au tribunal. en pleine nuit",POMPIER,4,4
"Mon Dieu, effondrement du toit d'un supermarché dans la zone industrielle. en pleine nuit",POMPIER,4,4
"Mon Dieu, effondrement du toit d'un supermarché à l'école. il y a beaucoup de monde autour",POMPIER,4,4
Urgence vitale ! fuite radioactive suspectée au tribunal. personne ne sait quoi faire,POMPIER,4,4
"C'est la panique absolue, déraillement d'un train de passagers dans le métro ligne 4. sous une pluie battante",POMPIER,4,4
"Mon Dieu, fuite radioactive suspectée à l'usine chimique. en pleine nuit",POMPIER,4,4
"C'est la panique absolue, effondrement du toit d'un supermarché dans la forêt. sous une pluie battante",POMPIER,4,4
Urgence vitale ! feu de forêt qui s'approche des maisons dans la zone industrielle. personne ne sait quoi faire,POMPIER,4,4
Urgence vitale ! fuite de produit chimique toxique sur l'autoroute. personne ne sait quoi faire,POMPIER,4,4
"Je suis terrorisé, déraillement d'un train de passagers dans le métro ligne 4. il y a beaucoup de monde autour",POMPIER,4,4
"Mon Dieu, fuite radioactive suspectée dans la forêt. personne ne sait quoi faire",POMPIER,4,4
"Alerte maximale, fuite de produit chimique toxique dans le métro ligne 4. personne ne sait quoi faire",POMPIER,4,4
"Faites très attention, fuite de produit chimique toxique dans la forêt. en pleine nuit",POMPIER,4,4
"Faites très attention, déraillement d'un train de passagers au bord du lac. sous une pluie battante",POMPIER,4,4
Urgence vitale ! effondrement du toit d'un supermarché à l'école. personne ne sait quoi faire,POMPIER,4,4
"Alerte maximale, fuite radioactive suspectée dans le métro ligne 4. en pleine nuit",POMPIER,4,4
"Faites très attention, fuite de produit chimique toxique à l'école. en pleine nuit",POMPIER,4,4
"Faites très attention, feu de forêt qui s'approche des maisons à l'école. en pleine nuit",POMPIER,4,4
"Alerte maximale, déraillement d'un train de passagers dans le métro ligne 4. sous une pluie battante",POMPIER,4,4
Urgence vitale ! fuite radioactive suspectée à l'école. en pleine nuit,POMPIER,4,4
"Je suis terrorisé, feu de forêt qui s'approche des maisons à l'école. il y a beaucoup de monde autour",POMPIER,4,4
Urgence vitale ! effondrement du toit d'un supermarché à l'usine chimique. en pleine nuit,POMPIER,4,4
"Je suis terrorisé, déraillement d'un train de passagers dans la forêt. en pleine nuit",POMPIER,4,4
"Mon Dieu, fuite radioactive suspectée dans la zone industrielle. personne ne sait quoi faire",POMPIER,4,4
Urgence vitale ! fuite radioactive suspectée dans le métro ligne 4. personne ne sait quoi faire,POMPIER,4,4
"Faites très attention, fuite radioactive suspectée dans le métro ligne 4. il y a beaucoup de monde autour",POMPIER,4,4
"C'est la panique absolue, fuite radioactive suspectée au tribunal. en pleine nuit",POMPIER,4,4
"C'est la panique absolue, fuite de produit chimique toxique à l'école. personne ne sait quoi faire",POMPIER,4,4
"Mon Dieu, fuite radioactive suspectée à l'usine chimique. sous une pluie battante",POMPIER,4,4
"Alerte maximale, fuite de produit chimique toxique dans la zone industrielle. personne ne sait quoi faire",POMPIER,4,4
"Faites très attention, fuite radioactive suspectée dans la forêt. il y a beaucoup de monde autour",POMPIER,4,4
"Faites très attention, fuite de produit chimique toxique au bord du lac. personne ne sait quoi faire",POMPIER,4,4
"Je suis terrorisé, effondrement du toit d'un supermarché à l'école. sous une pluie battante",POMPIER,4,4
"Faites très attention, fuite de produit chimique toxique sur l'autoroute. il y a beaucoup de monde autour",POMPIER,4,4
"C'est la panique absolue, fuite radioactive suspectée à l'usine chimique. sous une pluie battante",POMPIER,4,4
"Mon Dieu, effondrement du toit d'un supermarché au bord du lac. en pleine nuit",POMPIER,4,4
"Faites très attention, personne coincée sous un tracteur dans le métro ligne 4. sous une pluie battante",POMPIER,3,4
"Alerte maximale, déraillement d'un train de passagers au bord du lac. sous une pluie battante",POMPIER,4,4
"Faites très attention, effondrement du toit d'un supermarché à l'usine chimique. en pleine nuit",POMPIER,4,4
"Alerte maximale, feu de forêt qui s'approche des maisons dans le métro ligne 4. personne ne sait quoi faire",POMPIER,4,4
Urgence vitale ! déraillement d'un train de passagers sur l'autoroute. en pleine nuit,POMPIER,4,4
"Faites très attention, fuite radioactive suspectée au tribunal. il y a beaucoup de monde autour",POMPIER,4,4
"Mon Dieu, fuite de produit chimique toxique à l'école. personne ne sait quoi faire",POMPIER,4,4
"Faites très attention, fuite de produit chimique toxique dans la zone industrielle. en pleine nuit",POMPIER,4,4
Urgence vitale ! personne coincée sous un tracteur dans la zone industrielle. personne ne sait quoi faire,POMPIER,3,4
"Je suis terrorisé, fuite de produit chimique toxique au tribunal. sous une pluie battante",POMPIER,4,4
"C'est la panique absolue, effondrement du toit d'un supermarché à l'aéroport. en pleine nuit",POMPIER,4,4
"Je suis terrorisé, effondrement du toit d'un supermarché au tribunal. personne ne sait quoi faire",POMPIER,4,4
"Mon Dieu, effondrement du toit d'un supermarché dans le métro ligne 4. sous une pluie battante",POMPIER,4,4
"Alerte maximale, déraillement d'un train de passagers dans la zone industrielle. il y a beaucoup de monde autour",POMPIER,4,4
"C'est la panique absolue, effondrement du toit d'un supermarché dans la forêt. en pleine nuit",POMPIER,4,4
"Je suis terrorisé, feu de forêt qui s'approche des maisons dans le métro ligne 4. il y a beaucoup de monde autour",POMPIER,4,4
"Alerte maximale, fuite de produit chimique toxique dans la forêt. il y a beaucoup de monde autour",POMPIER,4,4
"Alerte maximale, personne coincée sous un tracteur au tribunal. en pleine nuit",POMPIER,3,4
"Je suis terrorisé, personne coincée sous un tracteur sur l'autoroute. personne ne sait quoi faire",POMPIER,3,4
"Faites très attention, fuite radioactive suspectée à l'aéroport. personne ne sait quoi faire",POMPIER,4,4
"Faites très attention, déraillement d'un train de passagers au tribunal. personne ne sait quoi faire",POMPIER,4,4
"Alerte maximale, personne coincée sous un tracteur dans la forêt. en pleine nuit",POMPIER,3,4
"Je suis terrorisé, effondrement du toit d'un supermarché sur l'autoroute. en pleine nuit",POMPIER,4,4
"Mon Dieu, personne coincée sous un tracteur à l'usine chimique. en pleine nuit",POMPIER,3,4
"Mon Dieu, effondrement du toit d'un supermarché au tribunal. en pleine nuit",POMPIER,4,4
"Je suis terrorisé, effondrement du toit d'un supermarché dans la forêt. personne ne sait quoi faire",POMPIER,4,4
Urgence vitale ! déraillement d'un train de passagers dans la forêt. en pleine nuit,POMPIER,4,4
"Mon Dieu, feu de forêt qui s'approche des maisons à l'école. il y a beaucoup de monde autour",POMPIER,4,4
"C'est la panique absolue, fuite radioactive suspectée au tribunal. sous une pluie battante",POMPIER,4,4
"Alerte maximale, feu de forêt qui s'approche des maisons au tribunal. personne ne sait quoi faire",POMPIER,4,4
"Mon Dieu, fuite de produit chimique toxique au tribunal. il y a beaucoup de monde autour",POMPIER,4,4
"Je suis terrorisé, déraillement d'un train de passagers dans le métro ligne 4. sous une pluie battante",POMPIER,4,4
"Alerte maximale, feu de forêt qui s'approche des maisons au bord du lac. sous une pluie battante",POMPIER,4,4
"Faites très attention, personne coincée sous un tracteur à l'aéroport. en pleine nuit",POMPIER,3,4
"Alerte maximale, fuite radioactive suspectée dans la forêt. il y a beaucoup de monde autour",POMPIER,4,4
"C'est la panique absolue, déraillement d'un train de passagers à l'école. sous une pluie battante",POMPIER,4,4
"Je suis terrorisé, feu de forêt qui s'approche des maisons à l'aéroport. personne ne sait quoi faire",POMPIER,4,4
"Je suis terrorisé, effondrement du toit d'un supermarché au tribunal. en pleine nuit",POMPIER,4,4
"Faites très attention, feu de forêt qui s'approche des maisons dans la forêt. sous une pluie battante",POMPIER,4,4
"C'est la panique absolue, fuite de produit chimique toxique sur l'autoroute. il y a beaucoup de monde autour",POMPIER,4,4
Urgence vitale ! fuite de produit chimique toxique au tribunal. sous une pluie battante,POMPIER,4,4
Urgence vitale ! feu de forêt qui s'approche des maisons à l'école. il y a beaucoup de monde autour,POMPIER,4,4
"C'est la panique absolue, fuite radioactive suspectée à l'usine chimique. en pleine nuit",POMPIER,4,4
"C'est la panique absolue, feu de forêt qui s'approche des maisons à l'école. personne ne sait quoi faire",POMPIER,4,4
"Faites très attention, fuite de produit chimique toxique à l'usine chimique. personne ne sait quoi faire",POMPIER,4,4
"Mon Dieu, fuite de produit chimique toxique dans le métro ligne 4. sous une pluie battante",POMPIER,4,4
Urgence vitale ! fuite radioactive suspectée au tribunal. sous une pluie battante,POMPIER,4,4
"Faites très attention, déraillement d'un train de passagers sur l'autoroute. sous une pluie battante",POMPIER,4,4
Urgence vitale ! personne coincée sous un tracteur à l'aéroport. il y a beaucoup de monde autour,POMPIER,3,4
"C'est la panique absolue, fuite de produit chimique toxique au tribunal. en pleine nuit",POMPIER,4,4
Urgence vitale ! fuite de produit chimique toxique sur l'autoroute. il y a beaucoup de monde autour,POMPIER,4,4
"Alerte maximale, feu de forêt qui s'approche des maisons dans la zone industrielle. sous une pluie battante",POMPIER,4,4
Urgence vitale ! personne coincée sous un tracteur à l'aéroport. en pleine nuit,POMPIER,3,4
"Faites très attention, déraillement d'un train de passagers sur l'autoroute. personne ne sait quoi faire",POMPIER,4,4
"Mon Dieu, feu de forêt qui s'approche des maisons au tribunal. il y a beaucoup de monde autour",POMPIER,4,4
"Mon Dieu, fuite de produit chimique toxique dans la forêt. en pleine nuit",POMPIER,4,4
"Faites très attention, fuite de produit chimique toxique au tribunal. en pleine nuit",POMPIER,4,4
"Alerte maximale, personne coincée sous un tracteur à l'usine chimique. personne ne sait quoi faire",POMPIER,3,4
"Faites très attention, effondrement du toit d'un supermarché dans le métro ligne 4. personne ne sait quoi faire",POMPIER,4,4
"Alerte maximale, déraillement d'un train de passagers sur l'autoroute. en pleine nuit",POMPIER,4,4
Urgence vitale ! personne coincée sous un tracteur dans le métro ligne 4. en pleine nuit,POMPIER,3,4
Urgence vitale ! effondrement du toit d'un supermarché à l'école. il y a beaucoup de monde autour,POMPIER,4,4
"Mon Dieu, fuite de produit chimique toxique à l'usine chimique. il y a beaucoup de monde autour",POMPIER,4,4
Urgence vitale ! personne coincée sous un tracteur sur l'autoroute. sous une pluie battante,POMPIER,3,4
"Mon Dieu, personne coincée sous un tracteur dans la forêt. sous une pluie battante",POMPIER,3,4
"Faites très attention, personne coincée sous un tracteur au bord du lac. personne ne sait quoi faire",POMPIER,3,4
"Alerte maximale, fuite de produit chimique toxique au tribunal. il y a beaucoup de monde autour",POMPIER,4,4
"Je suis terrorisé, effondrement du toit d'un supermarché dans la zone industrielle. sous une pluie battante",POMPIER,4,4
Urgence vitale ! effondrement du toit d'un supermarché à l'aéroport. personne ne sait quoi faire,POMPIER,4,4
"Faites très attention, effondrement du toit d'un supermarché dans la forêt. sous une pluie battante",POMPIER,4,4
"Alerte maximale, personne coincée sous un tracteur sur l'autoroute. sous une pluie battante",POMPIER,3,4
"Alerte maximale, fuite radioactive suspectée à l'usine chimique. en pleine nuit",POMPIER,4,4
"C'est la panique absolue, personne coincée sous un tracteur à l'école. sous une pluie battante",POMPIER,3,4
"C'est la panique absolue, déraillement d'un train de passagers sur l'autoroute. personne ne sait quoi faire",POMPIER,4,4
Urgence vitale ! effondrement du toit d'un supermarché sur l'autoroute. en pleine nuit,POMPIER,4,4
"C'est la panique absolue, personne coincée sous un tracteur dans le métro ligne 4. il y a beaucoup de monde autour",POMPIER,3,4
"Je suis terrorisé, feu de forêt qui s'approche des maisons dans la zone industrielle. il y a beaucoup de monde autour",POMPIER,4,4
"Alerte maximale, déraillement d'un train de passagers sur l'autoroute. sous une pluie battante",POMPIER,4,4
"Faites très attention, personne coincée sous un tracteur à l'école. il y a beaucoup de monde autour",POMPIER,3,4
"Je suis terrorisé, personne coincée sous un tracteur au bord du lac. en pleine nuit",POMPIER,3,4
"C'est la panique absolue, fuite radioactive suspectée dans la forêt. il y a beaucoup de monde autour",POMPIER,4,4
Urgence vitale ! fuite de produit chimique toxique à l'aéroport. sous une pluie battante,POMPIER,4,4
"C'est la panique absolue, personne coincée sous un tracteur à l'usine chimique. en pleine nuit",POMPIER,3,4
"Faites très attention, fuite radioactive suspectée dans la zone industrielle. sous une pluie battante",POMPIER,4,4
"Faites très attention, fuite de produit chimique toxique à l'école. sous une pluie battante",POMPIER,4,4
"Je suis terrorisé, personne coincée sous un tracteur dans la zone industrielle. il y a beaucoup de monde autour",POMPIER,3,4
"Alerte maximale, déraillement d'un train de passagers dans le métro ligne 4. en pleine nuit",POMPIER,4,4
"Alerte maximale, fuite radioactive suspectée à l'école. en pleine nuit",POMPIER,4,4
"C'est la panique absolue, fuite de produit chimique toxique à l'usine chimique. sous une pluie battante",POMPIER,4,4
"C'est la panique absolue, fuite radioactive suspectée au bord du lac. sous une pluie battante",POMPIER,4,4
"Je suis terrorisé, déraillement d'un train de passagers dans le métro ligne 4. personne ne sait quoi faire",POMPIER,4,4
"Alerte maximale, effondrement du toit d'un supermarché dans la zone industrielle. personne ne sait quoi faire",POMPIER,4,4
"Alerte maximale, déraillement d'un train de passagers dans la zone industrielle. sous une pluie battante",POMPIER,4,4
"C'est la panique absolue, fuite radioactive suspectée à l'école. personne ne sait quoi faire",POMPIER,4,4
"Mon Dieu, feu de forêt qui s'approche des maisons dans le métro ligne 4. sous une pluie battante",POMPIER,4,4
"C'est la panique absolue, feu de forêt qui s'approche des maisons dans la zone industrielle. personne ne sait quoi faire",POMPIER,4,4
"Je suis terrorisé, fuite radioactive suspectée à l'école. il y a beaucoup de monde autour",POMPIER,4,4
Urgence vitale ! effondrement du toit d'un supermarché au tribunal. personne ne sait quoi faire,POMPIER,4,4
"Mon Dieu, effondrement du toit d'un supermarché dans la forêt. personne ne sait quoi faire",POMPIER,4,4
"Mon Dieu, fuite radioactive suspectée dans le métro ligne 4. sous une pluie battante",POMPIER,4,4
"Mon Dieu, déraillement d'un train de passagers au tribunal. il y a beaucoup de monde autour",POMPIER,4,4
"Alerte maximale, feu de forêt qui s'approche des maisons sur l'autoroute. en pleine nuit",POMPIER,4,4
"Mon Dieu, fuite de produit chimique toxique au tribunal. en pleine nuit",POMPIER,4,4
"Alerte maximale, feu de forêt qui s'approche des maisons dans la zone industrielle. en pleine nuit",POMPIER,4,4
"Je suis terrorisé, effondrement du toit d'un supermarché à l'usine chimique. en pleine nuit",POMPIER,4,4
"Mon Dieu, déraillement d'un train de passagers sur l'autoroute. sous une pluie battante",POMPIER,4,4
Urgence vitale ! fuite de produit chimique toxique dans le métro ligne 4. il y a beaucoup de monde autour,POMPIER,4,4
"Faites très attention, effondrement du toit d'un supermarché à l'école. sous une pluie battante",POMPIER,4,4
"Faites très attention, fuite de produit chimique toxique à l'aéroport. personne ne sait quoi faire",POMPIER,4,4
"Alerte maximale, déraillement d'un train de passagers à l'aéroport. en pleine nuit",POMPIER,4,4
"Alerte maximale, fuite radioactive suspectée à l'aéroport. il y a beaucoup de monde autour",POMPIER,4,4
"Alerte maximale, personne coincée sous un tracteur dans la zone industrielle. en pleine nuit",POMPIER,3,4
"Mon Dieu, personne coincée sous un tracteur dans le métro ligne 4. sous une pluie battante",POMPIER,3,4
"Je suis terrorisé, feu de forêt qui s'approche des maisons à l'école. sous une pluie battante",POMPIER,4,4
"Je suis terrorisé, fuite radioactive suspectée au tribunal. personne ne sait quoi faire",POMPIER,4,4
"Alerte maximale, effondrement du toit d'un supermarché sur l'autoroute. il y a beaucoup de monde autour",POMPIER,4,4
"C'est la panique absolue, effondrement du toit d'un supermarché dans la zone industrielle. sous une pluie battante",POMPIER,4,4
"Je suis terrorisé, feu de forêt qui s'approche des maisons au bord du lac. en pleine nuit",POMPIER,4,4
Urgence vitale ! fuite de produit chimique toxique au bord du lac. il y a beaucoup de monde autour,POMPIER,4,4
"Je suis terrorisé, fuite de produit chimique toxique au tribunal. personne ne sait quoi faire",POMPIER,4,4
"Mon Dieu, fuite de produit chimique toxique dans la zone industrielle. en pleine nuit",POMPIER,4,4
Urgence vitale ! fuite radioactive suspectée à l'école. sous une pluie battante,POMPIER,4,4
"Faites très attention, fuite de produit chimique toxique dans le métro ligne 4. il y a beaucoup de monde autour",POMPIER,4,4
"Mon Dieu, fuite radioactive suspectée dans la forêt. en pleine nuit",POMPIER,4,4
"Mon Dieu, feu de forêt qui s'approche des maisons sur l'autoroute. il y a beaucoup de monde autour",POMPIER,4,4
"C'est la panique absolue, personne coincée sous un tracteur dans la zone industrielle. il y a beaucoup de monde autour",POMPIER,3,4
"Mon Dieu, feu de forêt qui s'approche des maisons sur l'autoroute. en pleine nuit",POMPIER,4,4
"Je suis terrorisé, déraillement d'un train de passagers dans la zone industrielle. en pleine nuit",POMPIER,4,4
"Mon Dieu, personne coincée sous un tracteur dans la zone industrielle. il y a beaucoup de monde autour",POMPIER,3,4
Urgence vitale ! effondrement du toit d'un supermarché au bord du lac. en pleine nuit,POMPIER,4,4
"C'est la panique absolue, personne coincée sous un tracteur dans la forêt. sous une pluie battante",POMPIER,3,4
"Je suis terrorisé, effondrement du toit d'un supermarché au bord du lac. sous une pluie battante",POMPIER,4,4
"Mon Dieu, feu de forêt qui s'approche des maisons dans le métro ligne 4. il y a beaucoup de monde autour",POMPIER,4,4
"Faites très attention, feu de forêt qui s'approche des maisons à l'usine chimique. en pleine nuit",POMPIER,4,4
"C'est la panique absolue, feu de forêt qui s'approche des maisons à l'école. il y a beaucoup de monde autour",POMPIER,4,4
"Faites très attention, fuite de produit chimique toxique dans la zone industrielle. sous une pluie battante",POMPIER,4,4
"C'est la panique absolue, personne coincée sous un tracteur au tribunal. personne ne sait quoi faire",POMPIER,3,4
"Mon Dieu, feu de forêt qui s'approche des maisons au tribunal. sous une pluie battante",POMPIER,4,4
Urgence vitale ! déraillement d'un train de passagers à l'école. sous une pluie battante,POMPIER,4,4
Urgence vitale ! déraillement d'un train de passagers à l'aéroport. en pleine nuit,POMPIER,4,4
"Alerte maximale, personne coincée sous un tracteur dans la forêt. personne ne sait quoi faire",POMPIER,3,4
"Faites très attention, feu de forêt qui s'approche des maisons dans la forêt. il y a beaucoup de monde autour",POMPIER,4,4
"Faites très attention, fuite de produit chimique toxique à l'usine chimique. en pleine nuit",POMPIER,4,4
"Mon Dieu, déraillement d'un train de passagers à l'usine chimique. en pleine nuit",POMPIER,4,4
Urgence vitale ! déraillement d'un train de passagers au tribunal. en pleine nuit,POMPIER,4,4
"Je suis terrorisé, personne coincée sous un tracteur dans la forêt. personne ne sait quoi faire",POMPIER,3,4
"Alerte maximale, fuite de produit chimique toxique dans le métro ligne 4. il y a beaucoup de monde autour",POMPIER,4,4
"Mon Dieu, déraillement d'un train de passagers dans la forêt. personne ne sait quoi faire",POMPIER,4,4
"Je suis terrorisé, fuite radioactive suspectée dans la forêt. sous une pluie battante",POMPIER,4,4
"Faites très attention, fuite radioactive suspectée sur l'autoroute. en pleine nuit",POMPIER,4,4
"Faites très attention, déraillement d'un train de passagers dans le métro ligne 4. personne ne sait quoi faire",POMPIER,4,4
"Faites très attention, déraillement d'un train de passagers au bord du lac. il y a beaucoup de monde autour",POMPIER,4,4
"Mon Dieu, déraillement d'un train de passagers dans le métro ligne 4. personne ne sait quoi faire",POMPIER,4,4
"C'est la panique absolue, feu de forêt qui s'approche des maisons sur l'autoroute. en pleine nuit",POMPIER,4,4
"C'est la panique absolue, effondrement du toit d'un supermarché à l'école. sous une pluie battante",POMPIER,4,4
"C'est la panique absolue, effondrement du toit d'un supermarché dans le métro ligne 4. personne ne sait quoi faire",POMPIER,4,4
"Faites très attention, feu de forêt qui s'approche des maisons à l'usine chimique. il y a beaucoup de monde autour",POMPIER,4,4
"Je suis terrorisé, feu de forêt qui s'approche des maisons dans le métro ligne 4. sous une pluie battante",POMPIER,4,4
"Alerte maximale, feu de forêt qui s'approche des maisons au bord du lac. en pleine nuit",POMPIER,4,4
"Mon Dieu, feu de forêt qui s'approche des maisons à l'usine chimique. en pleine nuit",POMPIER,4,4
"C'est la panique absolue, personne coincée sous un tracteur à l'usine chimique. sous une pluie battante",POMPIER,3,4
"C'est la panique absolue, fuite radioactive suspectée à l'usine chimique. personne ne sait quoi faire",POMPIER,4,4
"Je suis terrorisé, feu de forêt qui s'approche des maisons dans la zone industrielle. en pleine nuit",POMPIER,4,4
"Mon Dieu, fuite de produit chimique toxique à l'école. sous une pluie battante",POMPIER,4,4
"Mon Dieu, personne coincée sous un tracteur dans la zone industrielle. personne ne sait quoi faire",POMPIER,3,4
Urgence vitale ! déraillement d'un train de passagers dans la zone industrielle. il y a beaucoup de monde autour,POMPIER,4,4
"Alerte maximale, feu de forêt qui s'approche des maisons à l'école. sous une pluie battante",POMPIER,4,4
"C'est la panique absolue, déraillement d'un train de passagers à l'aéroport. personne ne sait quoi faire",POMPIER,4,4
"Faites très attention, feu de forêt qui s'approche des maisons dans la zone industrielle. il y a beaucoup de monde autour",POMPIER,4,4
Urgence vitale ! déraillement d'un train de passagers sur l'autoroute. personne ne sait quoi faire,POMPIER,4,4
Urgence vitale ! fuite de produit chimique toxique dans la zone industrielle. en pleine nuit,POMPIER,4,4
"Mon Dieu, effondrement du toit d'un supermarché dans le métro ligne 4. personne ne sait quoi faire",POMPIER,4,4
"Faites très attention, déraillement d'un train de passagers dans le métro ligne 4. sous une pluie battante",POMPIER,4,4
Urgence vitale ! fuite de produit chimique toxique dans la zone industrielle. personne ne sait quoi faire,POMPIER,4,4
"Mon Dieu, effondrement du toit d'un supermarché sur l'autoroute. sous une pluie battante",POMPIER,4,4
"Mon Dieu, fuite de produit chimique toxique sur l'autoroute. personne ne sait quoi faire",POMPIER,4,4
"Alerte maximale, feu de forêt qui s'approche des maisons à l'usine chimique. il y a beaucoup de monde autour",POMPIER,4,4
Urgence vitale ! effondrement du toit d'un supermarché dans le métro ligne 4. personne ne sait quoi faire,POMPIER,4,4
"Faites très attention, feu de forêt qui s'approche des maisons sur l'autoroute. en pleine nuit",POMPIER,4,4
"C'est la panique absolue, feu de forêt qui s'approche des maisons à l'aéroport. il y a beaucoup de monde autour",POMPIER,4,4
Urgence vitale ! feu de forêt qui s'approche des maisons au tribunal. sous une pluie battante,POMPIER,4,4
"Je suis terrorisé, fuite de produit chimique toxique à l'aéroport. sous une pluie battante",POMPIER,4,4
"Alerte maximale, feu de forêt qui s'approche des maisons dans la forêt. sous une pluie battante",POMPIER,4,4
"Alerte maximale, fuite radioactive suspectée sur l'autoroute. en pleine nuit",POMPIER,4,4
"Faites très attention, feu de forêt qui s'approche des maisons au tribunal. sous une pluie battante",POMPIER,4,4
"Je suis terrorisé, fuite radioactive suspectée dans le métro ligne 4. personne ne sait quoi faire",POMPIER,4,4
"Je suis terrorisé, fuite radioactive suspectée dans la zone industrielle. sous une pluie battante",POMPIER,4,4
"Je suis terrorisé, fuite de produit chimique toxique à l'école. il y a beaucoup de monde autour",POMPIER,4,4
"Faites très attention, fuite radioactive suspectée dans la forêt. sous une pluie battante",POMPIER,4,4
"Alerte maximale, fuite de produit chimique toxique à l'école. sous une pluie battante",POMPIER,4,4
"Mon Dieu, déraillement d'un train de passagers sur l'autoroute. il y a beaucoup de monde autour",POMPIER,4,4
"Mon Dieu, personne coincée sous un tracteur au bord du lac. en pleine nuit",POMPIER,3,4
"Je suis terrorisé, personne coincée sous un tracteur au tribunal. il y a beaucoup de monde autour",POMPIER,3,4
"C'est la panique absolue, personne coincée sous un tracteur à l'école. il y a beaucoup de monde autour",POMPIER,3,4
"C'est la panique absolue, effondrement du toit d'un supermarché dans la zone industrielle. il y a beaucoup de monde autour",POMPIER,4,4
"C'est la panique absolue, effondrement du toit d'un supermarché sur l'autoroute. sous une pluie battante",POMPIER,4,4
"Mon Dieu, effondrement du toit d'un supermarché au tribunal. personne ne sait quoi faire",POMPIER,4,4
"Alerte maximale, personne coincée sous un tracteur dans la zone industrielle. sous une pluie battante",POMPIER,3,4
Urgence vitale ! fuite de produit chimique toxique dans la zone industrielle. sous une pluie battante,POMPIER,4,4
Urgence vitale ! déraillement d'un train de passagers dans la forêt. il y a beaucoup de monde autour,POMPIER,4,4
"C'est la panique absolue, déraillement d'un train de passagers sur l'autoroute. il y a beaucoup de monde autour",POMPIER,4,4
"Mon Dieu, fuite de produit chimique toxique au bord du lac. personne ne sait quoi faire",POMPIER,4,4
Urgence vitale ! fuite radioactive suspectée dans la zone industrielle. il y a beaucoup de monde autour,POMPIER,4,4
"Je suis terrorisé, fuite radioactive suspectée au bord du lac. sous une pluie battante",POMPIER,4,4
"Mon Dieu, déraillement d'un train de passagers au bord du lac. il y a beaucoup de monde autour",POMPIER,4,4
"Faites très attention, fuite de produit chimique toxique à l'aéroport. sous une pluie battante",POMPIER,4,4
"Mon Dieu, effondrement du toit d'un supermarché à l'usine chimique. personne ne sait quoi faire",POMPIER,4,4
"Faites très attention, feu de forêt qui s'approche des maisons au bord du lac. sous une pluie battante",POMPIER,4,4
"Mon Dieu, déraillement d'un train de passagers à l'usine chimique. il y a beaucoup de monde autour",POMPIER,4,4
"Mon Dieu, personne coincée sous un tracteur au tribunal. il y a beaucoup de monde autour",POMPIER,3,4
Urgence vitale ! fuite de produit chimique toxique à l'usine chimique. sous une pluie battante,POMPIER,4,4
"Faites très attention, déraillement d'un train de passagers dans la zone industrielle. en pleine nuit",POMPIER,4,4
"Mon Dieu, personne coincée sous un tracteur au bord du lac. personne ne sait quoi faire",POMPIER,3,4
"C'est la panique absolue, personne coincée sous un tracteur à l'aéroport. personne ne sait quoi faire",POMPIER,3,4
"Je suis terrorisé, déraillement d'un train de passagers à l'aéroport. personne ne sait quoi faire",POMPIER,4,4
"Mon Dieu, fuite de produit chimique toxique au bord du lac. en pleine nuit",POMPIER,4,4
Urgence vitale ! fuite de produit chimique toxique sur l'autoroute. en pleine nuit,POMPIER,4,4
"Mon Dieu, fuite radioactive suspectée à l'aéroport. en pleine nuit",POMPIER,4,4
"C'est la panique absolue, déraillement d'un train de passagers à l'usine chimique. il y a beaucoup de monde autour",POMPIER,4,4
"Mon Dieu, effondrement du toit d'un supermarché au bord du lac. il y a beaucoup de monde autour",POMPIER,4,4
"Alerte maximale, personne coincée sous un tracteur à l'école. il y a beaucoup de monde autour",POMPIER,3,4
Urgence vitale ! feu de forêt qui s'approche des maisons à l'aéroport. en pleine nuit,POMPIER,4,4
"C'est la panique absolue, fuite radioactive suspectée dans le métro ligne 4. il y a beaucoup de monde autour",POMPIER,4,4
"Alerte maximale, effondrement du toit d'un supermarché à l'aéroport. il y a beaucoup de monde autour",POMPIER,4,4
