ticket_fr,domaine_cible
"Je n'ai pas eu mes règles depuis sept mois maintenant et je ne suis pas enceinte, j'ai occasionnellement un léger inconfort au niveau de l'abdomen mais rien de significatif, qu'est-ce qui ne va pas ??",MÉDICAL
"J'ai de l'arthrose, du naproxène 1/2 (500 mg) deux fois par jour 4 douleurs articulaires, la douleur s'accentue, j'ai un rendez-vous. le 12/02/16 avec un rhumatologue que faire ?",MÉDICAL
"J'ai de l'arthrose, du naproxène 1/2 (500 mg) deux fois par jour 4 douleurs articulaires, la douleur s'accentue, j'ai un rendez-vous. le 12/02/16 avec un rhumatologue que faire ?",MÉDICAL
J'ai de très fortes pellicules et le shampooing au kétaconazole n'a pas fonctionné. Que dois-je faire?,MÉDICAL
J'ai de très fortes pellicules et le shampooing au kétaconazole n'a pas fonctionné. Que dois-je faire?,MÉDICAL
Je suis enceinte d'environ 17 semaines et j'ai déjà des crampes ; est-ce que c'est une chose effrayante ?,MÉDICAL
Je suis enceinte d'environ 17 semaines et j'ai déjà des crampes ; est-ce que c'est une chose effrayante ?,MÉDICAL
"Je suis une femme de 18 ans et dernièrement je pense montrer des signes de trouble bipolaire, que dois-je faire ?",MÉDICAL
"Je suis une femme de 18 ans et dernièrement je pense montrer des signes de trouble bipolaire, que dois-je faire ?",MÉDICAL
"Je suis jeune et j'ai encore de l'acné. J'ai essayé des médicaments et des crèmes d'un docteur. Mais rien ne fonctionne, je ne veux vraiment pas m'abîmer le visage. Des idées, quoi essayer ?",MÉDICAL
"Je suis jeune et j'ai encore de l'acné. J'ai essayé des médicaments et des crèmes d'un docteur. Mais rien ne fonctionne, je ne veux vraiment pas m'abîmer le visage. Des idées, quoi essayer ?",MÉDICAL
"J'ai des douleurs à l'estomac, je vomis immédiatement après avoir mangé et je fréquente les toilettes pendant de longs appels. S'agit-il d'une infection par une amibe ?",MÉDICAL
"J'ai des douleurs à l'estomac, je vomis immédiatement après avoir mangé et je fréquente les toilettes pendant de longs appels. S'agit-il d'une infection par une amibe ?",MÉDICAL
"Je ressens une sensation d'oppression dans la partie inférieure gauche de mon ventre et lorsque je m'allonge sur le côté, cela me coupe le souffle ? Qu'est-ce qui ne va pas chez moi ?",MÉDICAL
"Je ressens une sensation d'oppression dans la partie inférieure gauche de mon ventre et lorsque je m'allonge sur le côté, cela me coupe le souffle ? Qu'est-ce qui ne va pas chez moi ?",MÉDICAL
J'ai presque 3 jours de repos incomplet. Comment puis-je rester en forme ?,MÉDICAL
J'ai presque 3 jours de repos incomplet. Comment puis-je rester en forme ?,MÉDICAL
"Je n'ai jamais eu de douleur avant/pendant mes règles. L'autre jour, j'ai commencé à avoir des douleurs dans la région pelvienne. La nuit, c'est tellement atroce que je peux à peine bouger.",MÉDICAL
"Je n'ai jamais eu de douleur avant/pendant mes règles. L'autre jour, j'ai commencé à avoir des douleurs dans la région pelvienne. La nuit, c'est tellement atroce que je peux à peine bouger.",MÉDICAL
"Au cours de la dernière année, j'ai ressenti des douleurs aiguës au sein gauche. J'ai passé un examen et même une mammographie et tout va bien.",MÉDICAL
"Au cours de la dernière année, j'ai ressenti des douleurs aiguës au sein gauche. J'ai passé un examen et même une mammographie et tout va bien.",MÉDICAL
"J'ai atteint un comptoir et quelque chose a sauté sur mon côté gauche, au-dessus de la cage thoracique. Ça fait mal si je tire sur quelque chose, etc. Quelle est cette blessure ? Semaine IAnon",MÉDICAL
"J'ai atteint un comptoir et quelque chose a sauté sur mon côté gauche, au-dessus de la cage thoracique. Ça fait mal si je tire sur quelque chose, etc. Quelle est cette blessure ? Semaine IAnon",MÉDICAL
Est-il acceptable d'avoir du Valium lors de la prise de sinemet (carbidopa et lévodopa) 100/25 & rapid. Ma sœur souffre de dystonie et est à l'hôpital et les médecins là-bas n'ont jamais entendu parler de dystonie.,MÉDICAL
Est-il acceptable d'avoir du Valium lors de la prise de sinemet (carbidopa et lévodopa) 100/25 & rapid. Ma sœur souffre de dystonie et est à l'hôpital et les médecins là-bas n'ont jamais entendu parler de dystonie.,MÉDICAL
Est-il possible pour mon mari de savoir si je suis vierge ou non ?,MÉDICAL
Est-il possible pour mon mari de savoir si je suis vierge ou non ?,MÉDICAL
Est-il sécuritaire d’utiliser une feuille de gel de silicone sur les cicatrices d’acné du visage ?,MÉDICAL
Est-il sécuritaire d’utiliser une feuille de gel de silicone sur les cicatrices d’acné du visage ?,MÉDICAL
L'odomos est-il sans danger pendant la grossesse ?,MÉDICAL
L'odomos est-il sans danger pendant la grossesse ?,MÉDICAL
Le sexe est-il bon pour une relation ?,MÉDICAL
Le sexe est-il bon pour une relation ?,MÉDICAL
La prise quotidienne de 5 mg de prednisone pendant un an est-elle considérée comme assez sûre ?,MÉDICAL
La prise quotidienne de 5 mg de prednisone pendant un an est-elle considérée comme assez sûre ?,MÉDICAL
Existe-t-il un remède contre les jambes sans repos ?,MÉDICAL
Existe-t-il un remède contre les jambes sans repos ?,MÉDICAL
"Je parle dans mon sommeil, les yeux ouverts, mais je n'ai aucun souvenir des conversations.",MÉDICAL
"Je parle dans mon sommeil, les yeux ouverts, mais je n'ai aucun souvenir des conversations.",MÉDICAL
"J'ai une douleur lancinante à l'aine au niveau du scrotum, quelle pourrait être la cause de cela ?",MÉDICAL
"J'ai une douleur lancinante à l'aine au niveau du scrotum, quelle pourrait être la cause de cela ?",MÉDICAL
"J'ai des courbatures, le nez bouché, des maux de tête, une pression au visage et une sensation de gorge serrée et ça fait sec depuis 6 mois, est-ce un gros rhume ?",MÉDICAL
"J'ai des courbatures, le nez bouché, des maux de tête, une pression au visage et une sensation de gorge serrée et ça fait sec depuis 6 mois, est-ce un gros rhume ?",MÉDICAL
"J'ai remarqué qu'après avoir mangé, ma fréquence cardiaque au repos passe des années 60 aux années 80. Est-ce normal après avoir mangé ?",MÉDICAL
"J'ai remarqué qu'après avoir mangé, ma fréquence cardiaque au repos passe des années 60 aux années 80. Est-ce normal après avoir mangé ?",MÉDICAL
"J'ai très souvent des douleurs sourdes dans le bas-ventre gauche. Bien que supportable, dois-je quand même m'inquiéter en raison de sa fréquence et consulter un médecin ?",MÉDICAL
"J'ai très souvent des douleurs sourdes dans le bas-ventre gauche. Bien que supportable, dois-je quand même m'inquiéter en raison de sa fréquence et consulter un médecin ?",MÉDICAL
"Un homme m'a doigté pour la première fois, il touchait son pénis qui était mouillé de précum, puis il a touché mon vagin. Puis-je contracter le VIH à cause de ça ?",MÉDICAL
"Un homme m'a doigté pour la première fois, il touchait son pénis qui était mouillé de précum, puis il a touché mon vagin. Puis-je contracter le VIH à cause de ça ?",MÉDICAL
"Ma fille de 24 ans pense qu'elle développe peut-être la schizophrénie. Il y a quelques mois, elle a commencé à se sentir tout le temps fatiguée et a arrêté de socialiser ?",MÉDICAL
"Ma fille de 24 ans pense qu'elle développe peut-être la schizophrénie. Il y a quelques mois, elle a commencé à se sentir tout le temps fatiguée et a arrêté de socialiser ?",MÉDICAL
"Mon fils de 2 ans a des bosses rouges avec des taches blanches au milieu sur le ventre, la poitrine et les cuisses. Ils ne le dérangent pas mais sont là depuis 1 semaine. Qu'est-ce qu'ils font ?",MÉDICAL
"Mon fils de 2 ans a des bosses rouges avec des taches blanches au milieu sur le ventre, la poitrine et les cuisses. Ils ne le dérangent pas mais sont là depuis 1 semaine. Qu'est-ce qu'ils font ?",MÉDICAL
"Mon rapport sanguin du dimanche soir, c'est-à-dire le 14 juin (23e jour) d'un cycle de 34 jours, montre que j'ai ovulé et ses 35 unités. Alors, quand ai-je ovulé ?",MÉDICAL
"Mon rapport sanguin du dimanche soir, c'est-à-dire le 14 juin (23e jour) d'un cycle de 34 jours, montre que j'ai ovulé et ses 35 unités. Alors, quand ai-je ovulé ?",MÉDICAL
"Ma fille a reçu un diagnostic de murmure à son rendez-vous de 4 mois. Nous sommes allés à l'hôpital, avons fait des radiographies et un électrocardiogramme. L8r a dit au cardiologue de 2go2dallas ce qui pourrait mal se passer !",MÉDICAL
"Ma fille a reçu un diagnostic de murmure à son rendez-vous de 4 mois. Nous sommes allés à l'hôpital, avons fait des radiographies et un électrocardiogramme. L8r a dit au cardiologue de 2go2dallas ce qui pourrait mal se passer !",MÉDICAL
"Tout mon côté gauche de mon corps ressent une vive douleur qui traverse tout mon côté gauche de mon corps. J'ai une vive douleur dans le cou et autour du cœur, qu'est-ce que c'est ?",MÉDICAL
"Tout mon côté gauche de mon corps ressent une vive douleur qui traverse tout mon côté gauche de mon corps. J'ai une vive douleur dans le cou et autour du cœur, qu'est-ce que c'est ?",MÉDICAL
"Ma fréquence cardiaque au lit est de 58-60 bpm, lors des changements de position, elle augmente puis remonte à 60, est-ce une réaction normale ?",MÉDICAL
"Ma fréquence cardiaque au lit est de 58-60 bpm, lors des changements de position, elle augmente puis remonte à 60, est-ce une réaction normale ?",MÉDICAL
Ma mère s'est également fait retirer une masse cancéreuse du sein il y a quelques années. Serait-ce la même chose maintenant ?,MÉDICAL
Ma mère s'est également fait retirer une masse cancéreuse du sein il y a quelques années. Serait-ce la même chose maintenant ?,MÉDICAL
"Ma mère a une sensation de brûlure dans la main gauche, elle est diabétique et a un problème d'asthme, aidez-moi, qu'est-ce que cela signifie ?",MÉDICAL
"Ma mère a une sensation de brûlure dans la main gauche, elle est diabétique et a un problème d'asthme, aidez-moi, qu'est-ce que cela signifie ?",MÉDICAL
Mon cuir chevelu me démange beaucoup et je perds beaucoup de cheveux chaque jour. Ma peau est de type grasse. Mon médecin généraliste m'a prescrit du diprosalic pour une application sur le cuir chevelu. Qu'est-ce qui peut le provoquer ?,MÉDICAL
Mon cuir chevelu me démange beaucoup et je perds beaucoup de cheveux chaque jour. Ma peau est de type grasse. Mon médecin généraliste m'a prescrit du diprosalic pour une application sur le cuir chevelu. Qu'est-ce qui peut le provoquer ?,MÉDICAL
"Ma femme continue de ressentir des douleurs dans le côté inférieur gauche. Elle est allée chez le Dr et il n'a trouvé aucun problème. Cependant, la douleur reste un problème toute la journée. Rien?",MÉDICAL
"Ma femme continue de ressentir des douleurs dans le côté inférieur gauche. Elle est allée chez le Dr et il n'a trouvé aucun problème. Cependant, la douleur reste un problème toute la journée. Rien?",MÉDICAL
"Ne manquez jamais une période de la vie avant de commencer à sortir avec un homme en dehors de ma race. J'ai eu février mars avril, aucune période n'a eu de lumière pendant seulement 2 jours, peut-être aucune période depuis ?",MÉDICAL
"Ne manquez jamais une période de la vie avant de commencer à sortir avec un homme en dehors de ma race. J'ai eu février mars avril, aucune période n'a eu de lumière pendant seulement 2 jours, peut-être aucune période depuis ?",MÉDICAL
Hypotension orthostatique. Je mets du sel de table dans une pinte d’eau plusieurs fois par jour et je le bois. Puis-je faire une overdose et mourir à cause du sel ? Homme 22 ans.,MÉDICAL
Hypotension orthostatique. Je mets du sel de table dans une pinte d’eau plusieurs fois par jour et je le bois. Puis-je faire une overdose et mourir à cause du sel ? Homme 22 ans.,MÉDICAL
Douleur au milieu du ventre droit ?,MÉDICAL
Douleur au milieu du ventre droit ?,MÉDICAL
"S'il vous plaît, aidez le médecin dès que possible... J'ai des problèmes d'allergies et j'ai l'impression que mes yeux sont enfoncés depuis 2 jours maintenant, c'est très très douloureux, que puis-je faire ? J'ai pris Benado",MÉDICAL
"S'il vous plaît, aidez le médecin dès que possible... J'ai des problèmes d'allergies et j'ai l'impression que mes yeux sont enfoncés depuis 2 jours maintenant, c'est très très douloureux, que puis-je faire ? J'ai pris Benado",MÉDICAL
"L'éruption cutanée sur tout le corps commence par des démangeaisons sur la tête mais est supportable, puis se propage rapidement sur tout le corps. Elle ressemble d'abord à une piqûre d'ortie, mais devient ensuite extrêmement rouge ?",MÉDICAL
"L'éruption cutanée sur tout le corps commence par des démangeaisons sur la tête mais est supportable, puis se propage rapidement sur tout le corps. Elle ressemble d'abord à une piqûre d'ortie, mais devient ensuite extrêmement rouge ?",MÉDICAL
Psoriasis du cuir chevelu.Qu'est-ce que le traitement ?,MÉDICAL
Psoriasis du cuir chevelu.Qu'est-ce que le traitement ?,MÉDICAL
Poils pubiens auto-épilés : est-ce difficile à faire ?,MÉDICAL
Poils pubiens auto-épilés : est-ce difficile à faire ?,MÉDICAL
"Douleurs aiguës et incohérentes du côté droit, près des ovaires et du bas du dos. La douleur est sortie de nulle part et a commencé aujourd'hui, cela fait 4 heures. Aide?",MÉDICAL
"Douleurs aiguës et incohérentes du côté droit, près des ovaires et du bas du dos. La douleur est sortie de nulle part et a commencé aujourd'hui, cela fait 4 heures. Aide?",MÉDICAL
"Dois-je consulter un médecin en cas de problèmes d'anxiété/dépression ? Je ne me sens pas moi-même ces derniers temps. J'ai fait plusieurs inventaires en ligne de dépression/anxiété et ils sont tous revenus que j'avais des qualités de dépression modérées/sévères, quelle que soit la manière dont je le fais.",MÉDICAL
"Dois-je consulter un médecin en cas de problèmes d'anxiété/dépression ? Je ne me sens pas moi-même ces derniers temps. J'ai fait plusieurs inventaires en ligne de dépression/anxiété et ils sont tous revenus que j'avais des qualités de dépression modérées/sévères, quelle que soit la manière dont je le fais.",MÉDICAL
Dois-je prendre mon Cymbalta (duloxétine) 30 mg le matin ou l'après-midi ? Je le prends pour la neuropathie diabétique.  Ma neuropathie s'aggrave le soir et la nuit. Merci.,MÉDICAL
Dois-je prendre mon Cymbalta (duloxétine) 30 mg le matin ou l'après-midi ? Je le prends pour la neuropathie diabétique.  Ma neuropathie s'aggrave le soir et la nuit. Merci.,MÉDICAL
Alors le copain est dégoûté par mes vergetures. Que puis-je faire pour m'en débarrasser ?,MÉDICAL
Alors le copain est dégoûté par mes vergetures. Que puis-je faire pour m'en débarrasser ?,MÉDICAL
"Douleur thoracique soudaine, essoufflement, heure de repos à 100 heures, c'est une embolie pulmonaire, je suis un 30/m. J'ai des antécédents familiaux. Si je vais aux urgences, est-ce qu'ils feront un scanner pour ça ?",MÉDICAL
"Douleur thoracique soudaine, essoufflement, heure de repos à 100 heures, c'est une embolie pulmonaire, je suis un 30/m. J'ai des antécédents familiaux. Si je vais aux urgences, est-ce qu'ils feront un scanner pour ça ?",MÉDICAL
Une lotion solaire pour les Afro-Américains à la peau très extrêmement sensible ?,MÉDICAL
Une lotion solaire pour les Afro-Américains à la peau très extrêmement sensible ?,MÉDICAL
La deuxième personne la plus proche de moi a eu un bouton de fièvre et l'a transmis à la personne à côté de moi qui l'a frappé et me l'a transmis (pipe en verre). Suis-je à risque ?,MÉDICAL
La deuxième personne la plus proche de moi a eu un bouton de fièvre et l'a transmis à la personne à côté de moi qui l'a frappé et me l'a transmis (pipe en verre). Suis-je à risque ?,MÉDICAL
"Il existe un comprimé psychiatrique nocturne pour la schizophrénie qui commence par « c », provoque-t-il de la somnolence ?",MÉDICAL
"Il existe un comprimé psychiatrique nocturne pour la schizophrénie qui commence par « c », provoque-t-il de la somnolence ?",MÉDICAL
Engourdissement inexpliqué et douleur lancinante aiguë dans le côté gauche de mon corps. Des suggestions ?,MÉDICAL
Engourdissement inexpliqué et douleur lancinante aiguë dans le côté gauche de mon corps. Des suggestions ?,MÉDICAL
"Très grosse ecchymose sur une vieille cicatrice il y a environ 29 ans, on m'a retiré mon appendice. Aujourd'hui, je changeais de chemise et j'ai vu une très grosse ecchymose autour de la cicatrice dans un cercle d'environ 6 ou 8 pouces. Cela ressemble à une grosse explosion de sang dans le cercle.",MÉDICAL
"Très grosse ecchymose sur une vieille cicatrice il y a environ 29 ans, on m'a retiré mon appendice. Aujourd'hui, je changeais de chemise et j'ai vu une très grosse ecchymose autour de la cicatrice dans un cercle d'environ 6 ou 8 pouces. Cela ressemble à une grosse explosion de sang dans le cercle.",MÉDICAL
Quelles sont les bonnes façons de stimuler l’adrénaline ?,MÉDICAL
Quelles sont les bonnes façons de stimuler l’adrénaline ?,MÉDICAL
Quelles sont les complications de l’ANLL ?,MÉDICAL
Quelles sont les complications de l’ANLL ?,MÉDICAL
Quels sont les effets secondaires de la stélazine (trifluopérazine) ?,MÉDICAL
Quels sont les effets secondaires de la stélazine (trifluopérazine) ?,MÉDICAL
Que puis-je faire en cas de blocage intestinal ?,MÉDICAL
Que puis-je faire en cas de blocage intestinal ?,MÉDICAL
Que puis-je faire pour mieux dormir ?,MÉDICAL
Que puis-je faire pour mieux dormir ?,MÉDICAL
Qu’est-ce qui cause un problème au bas du dos (côté droit) le long de la jambe jusqu’à proximité de la cheville ?,MÉDICAL
Qu’est-ce qui cause un problème au bas du dos (côté droit) le long de la jambe jusqu’à proximité de la cheville ?,MÉDICAL
Qu'est-ce qui peut causer des gencives sensibles deux mois après un traitement de canal ?,MÉDICAL
Qu'est-ce qui peut causer des gencives sensibles deux mois après un traitement de canal ?,MÉDICAL
Que signifie avoir des maux de tête sporadiques ?,MÉDICAL
Que signifie avoir des maux de tête sporadiques ?,MÉDICAL
Qu'est-ce que le fait de tourner sur vous-même fait au cerveau pour vous faire vomir ?,MÉDICAL
Qu'est-ce que le fait de tourner sur vous-même fait au cerveau pour vous faire vomir ?,MÉDICAL
Qu'est-ce que le médicament ayurvédique ou homéopathique pour la rhinite chronique ?,MÉDICAL
Qu'est-ce que le médicament ayurvédique ou homéopathique pour la rhinite chronique ?,MÉDICAL
Qu’est-ce que la grippe gastro-intestinale ? Est-ce contagieux?,MÉDICAL
Qu’est-ce que la grippe gastro-intestinale ? Est-ce contagieux?,MÉDICAL
Quelle est la crème décolorante/éclaircissante pour la peau la plus efficace ?,MÉDICAL
Quelle est la crème décolorante/éclaircissante pour la peau la plus efficace ?,MÉDICAL
Qu'est-ce que l'épithélium pigmentaire rétinien ?,MÉDICAL
Qu'est-ce que l'épithélium pigmentaire rétinien ?,MÉDICAL
Quels types d’épilepsie existe-t-il ?,MÉDICAL
Quels types d’épilepsie existe-t-il ?,MÉDICAL
Quelle méthode existe-t-il pour se débarrasser de cette toux et de cette respiration sifflante ?,MÉDICAL
Quelle méthode existe-t-il pour se débarrasser de cette toux et de cette respiration sifflante ?,MÉDICAL
Que devons-nous faire si mon mari vomit du sang ? Il a eu des maux de ventre la semaine dernière et a vomi du sang pour la première fois ce soir.,MÉDICAL
Que devons-nous faire si mon mari vomit du sang ? Il a eu des maux de ventre la semaine dernière et a vomi du sang pour la première fois ce soir.,MÉDICAL
"Que faire si j'ai 58 ans, homme. Avant 25 jours, j'ai été trouvé avec Widal positif mais après 25 jours, le test Widal est négatif.. ?",MÉDICAL
"Que faire si j'ai 58 ans, homme. Avant 25 jours, j'ai été trouvé avec Widal positif mais après 25 jours, le test Widal est négatif.. ?",MÉDICAL
Quels moyens/exercices sont les plus efficaces pour se débarrasser de la graisse des cuisses ?,MÉDICAL
Quels moyens/exercices sont les plus efficaces pour se débarrasser de la graisse des cuisses ?,MÉDICAL
"Quand, après la disparition d’une infection des sinus, le brouillard cérébral disparaîtra-t-il ?",MÉDICAL
"Quand, après la disparition d’une infection des sinus, le brouillard cérébral disparaîtra-t-il ?",MÉDICAL
Quand appliquer une crème solaire : avant ou après le soin de la peau ?,MÉDICAL
Quand appliquer une crème solaire : avant ou après le soin de la peau ?,MÉDICAL
"Lorsque j'utilise la salle de bain, mes crottes ont parfois la taille d'une boulette de viande ou plus. Et c'est dur de pousser, je mange des fruits et légumes. Lors de l'utilisation je saigne pourquoi ?",MÉDICAL
"Lorsque j'utilise la salle de bain, mes crottes ont parfois la taille d'une boulette de viande ou plus. Et c'est dur de pousser, je mange des fruits et légumes. Lors de l'utilisation je saigne pourquoi ?",MÉDICAL
"Pourquoi suis-je si oublieux tout le temps que j'oublie que nous allons, ce que je fais, un dicton ?",MÉDICAL
"Pourquoi suis-je si oublieux tout le temps que j'oublie que nous allons, ce que je fais, un dicton ?",MÉDICAL
"Pourquoi mon dos me fait-il mal lorsque je respire ou que je me penche ? C'est un peu dans le haut du milieu du dos, mais juste sur le côté droit.",MÉDICAL
"Pourquoi mon dos me fait-il mal lorsque je respire ou que je me penche ? C'est un peu dans le haut du milieu du dos, mais juste sur le côté droit.",MÉDICAL
Pourquoi ai-je des douleurs chroniques aux ligaments de la cheville sans raison ?,MÉDICAL
Pourquoi ai-je des douleurs chroniques aux ligaments de la cheville sans raison ?,MÉDICAL
Quelqu'un peut-il me dire pourquoi j'ai de petits boutons ressemblant à des bosses sur mon mamelon et la partie environnante ?,MÉDICAL
Quelqu'un peut-il me dire pourquoi j'ai de petits boutons ressemblant à des bosses sur mon mamelon et la partie environnante ?,MÉDICAL
Une valeur BNP inférieure à 10 pg/ML peut exclure une CHF ou un problème cardiaque grave ? Merci,MÉDICAL
Une valeur BNP inférieure à 10 pg/ML peut exclure une CHF ou un problème cardiaque grave ? Merci,MÉDICAL
Toutes les chirurgies d’ablation des ganglions lymphatiques sont-elles de nature cancéreuse ? Pouvez-vous partager quelques sources ?,MÉDICAL
Toutes les chirurgies d’ablation des ganglions lymphatiques sont-elles de nature cancéreuse ? Pouvez-vous partager quelques sources ?,MÉDICAL
La ciproflaxine et l'amoxicilline peuvent-elles être prises ensemble ?,MÉDICAL
La ciproflaxine et l'amoxicilline peuvent-elles être prises ensemble ?,MÉDICAL
Puis-je prendre Cymbalta (duloxétine) avec de la gabapentine ?,MÉDICAL
Puis-je prendre Cymbalta (duloxétine) avec de la gabapentine ?,MÉDICAL
La recherche sur les cellules souches peut-elle aider les artères malades ?,MÉDICAL
La recherche sur les cellules souches peut-elle aider les artères malades ?,MÉDICAL
L'urticaire solaire peut-elle provoquer une anaphylaxie ?,MÉDICAL
L'urticaire solaire peut-elle provoquer une anaphylaxie ?,MÉDICAL
Pouvez-vous prendre Prilosec OTC avec de la fluoxétine ?,MÉDICAL
Pouvez-vous prendre Prilosec OTC avec de la fluoxétine ?,MÉDICAL
Pouvez-vous expliquer s'il est possible de présenter de nombreux symptômes du diabète de type 2 sans en être atteint ?,MÉDICAL
Pouvez-vous expliquer s'il est possible de présenter de nombreux symptômes du diabète de type 2 sans en être atteint ?,MÉDICAL
Pouvez-vous prendre du Tylenol (acétaminophène) et Advil ensemble ? Pouvez-vous prendre du Tylenol (acétaminophène) et Advil ensemble ?,MÉDICAL
Pouvez-vous prendre du Tylenol (acétaminophène) et Advil ensemble ? Pouvez-vous prendre du Tylenol (acétaminophène) et Advil ensemble ?,MÉDICAL
Pouvez-vous me dire comment prendre correctement les prohormones ?,MÉDICAL
Pouvez-vous me dire comment prendre correctement les prohormones ?,MÉDICAL
Pouvez-vous me dire si je pourrais attraper la grippe intestinale deux fois ?,MÉDICAL
Pouvez-vous me dire si je pourrais attraper la grippe intestinale deux fois ?,MÉDICAL
"La poitrine continue d'éclater, je ne sais pas pourquoi je suis allé chez le médecin et ils m'ont dit que la poitrine était enflammée, est-ce quelque chose qui peut faire disparaître l'inflammation ?",MÉDICAL
"La poitrine continue d'éclater, je ne sais pas pourquoi je suis allé chez le médecin et ils m'ont dit que la poitrine était enflammée, est-ce quelque chose qui peut faire disparaître l'inflammation ?",MÉDICAL
"Douleur thoracique, toux, depuis quelques semaines. Maintenant, j'ai des yeux injectés de sang, des joues irritées, des joues enflées, des nausées, des maux de tête, de la fatigue, qu'est-ce que c'est ?",MÉDICAL
"Douleur thoracique, toux, depuis quelques semaines. Maintenant, j'ai des yeux injectés de sang, des joues irritées, des joues enflées, des nausées, des maux de tête, de la fatigue, qu'est-ce que c'est ?",MÉDICAL
"Citrate de clomifène 100 mg à partir du 3ème jour pendant 5 jours, possibilité de jumeaux et de conception ? S'il vous plaît répondre",MÉDICAL
"Citrate de clomifène 100 mg à partir du 3ème jour pendant 5 jours, possibilité de jumeaux et de conception ? S'il vous plaît répondre",MÉDICAL
"Cortisone injectée comme outil de diagnostic dans le genou, qu'est-ce que cela signifie? Si le vaccin a fonctionné, cela signifie-t-il une inflammation ? Si ce n’est pas un dommage interne. Aide",MÉDICAL
"Cortisone injectée comme outil de diagnostic dans le genou, qu'est-ce que cela signifie? Si le vaccin a fonctionné, cela signifie-t-il une inflammation ? Si ce n’est pas un dommage interne. Aide",MÉDICAL
Pourriez-vous me dire ce qui se passe lorsque vous arrêtez de fumer ?,MÉDICAL
Pourriez-vous me dire ce qui se passe lorsque vous arrêtez de fumer ?,MÉDICAL
"Un taux thyroïdien compris entre 4,1 et 5,2 indique-t-il une hypothyroïdie ? Une peau très sèche et une augmentation de l’acné sont-elles également un symptôme ?",MÉDICAL
"Un taux thyroïdien compris entre 4,1 et 5,2 indique-t-il une hypothyroïdie ? Une peau très sèche et une augmentation de l’acné sont-elles également un symptôme ?",MÉDICAL
La composante endocervicale signifie-t-elle endométriose ?,MÉDICAL
La composante endocervicale signifie-t-elle endométriose ?,MÉDICAL
Le zyrtec (cétirizine) aide-t-il en cas de lèvres gonflées ?,MÉDICAL
Le zyrtec (cétirizine) aide-t-il en cas de lèvres gonflées ?,MÉDICAL
"Pendant une semaine, j'ai eu des douleurs sous le sein gauche, pire en roulant de ce côté dans le lit ou en me levant après m'être allongée. la plupart du temps, je n'arrive pas à respirer profondément ?",MÉDICAL
"Pendant une semaine, j'ai eu des douleurs sous le sein gauche, pire en roulant de ce côté dans le lit ou en me levant après m'être allongée. la plupart du temps, je n'arrive pas à respirer profondément ?",MÉDICAL
"Depuis 4 jours, j'ai une sensation de brûlure dans la gorge. Je fais des gargarismes mais aucune amélioration. S'il vous plaît, aidez-moi ?",MÉDICAL
"Depuis 4 jours, j'ai une sensation de brûlure dans la gorge. Je fais des gargarismes mais aucune amélioration. S'il vous plaît, aidez-moi ?",MÉDICAL
Quelqu'un d'autre a-t-il eu des effets secondaires désagréables en prenant de l'alendronate/fosamax pour l'ostéoporose ?,MÉDICAL
Quelqu'un d'autre a-t-il eu des effets secondaires désagréables en prenant de l'alendronate/fosamax pour l'ostéoporose ?,MÉDICAL
"Hé! Si je reste longtemps sous la douche, mon nez commence à couler et à couler comme un fou. Je peux aussi commencer à éternuer à maintes reprises. Une idée ? Merci!!",MÉDICAL
"Hé! Si je reste longtemps sous la douche, mon nez commence à couler et à couler comme un fou. Je peux aussi commencer à éternuer à maintes reprises. Une idée ? Merci!!",MÉDICAL
"Salut docteur, j'ai testé hsv2 IgG 2.16 Elisa après 70 jours de ma rencontre protégée uniquement vaginale. J'en discute avec deux médecins et ils disent que ça va, s'il vous plaît, c'est clair, pas de symptôme ?",MÉDICAL
"Salut docteur, j'ai testé hsv2 IgG 2.16 Elisa après 70 jours de ma rencontre protégée uniquement vaginale. J'en discute avec deux médecins et ils disent que ça va, s'il vous plaît, c'est clair, pas de symptôme ?",MÉDICAL
La catégorie de myopie élevée implique également l'astigmatisme ?,MÉDICAL
La catégorie de myopie élevée implique également l'astigmatisme ?,MÉDICAL
Salut! J'ai une fille de 7 ans et j'ai remarqué qu'elle respirait profondément à chaque minute. Qu'est-ce qui ne va pas chez elle ?,MÉDICAL
Salut! J'ai une fille de 7 ans et j'ai remarqué qu'elle respirait profondément à chaque minute. Qu'est-ce qui ne va pas chez elle ?,MÉDICAL
"Salut, je suis épileptique et j'ai 30 crises par jour. Je prends Epillim 2000 mg par jour. Est-il possible de prendre une dose plus élevée ?",MÉDICAL
"Salut, je suis épileptique et j'ai 30 crises par jour. Je prends Epillim 2000 mg par jour. Est-il possible de prendre une dose plus élevée ?",MÉDICAL
"Bonjour, je viens de me remettre d'une grippe intestinale et j'ai des douleurs à la poitrine, à la gorge et à la mâchoire. Je me demandais ce que ça pouvait être ? Je ne veux pas m'inquiéter, mais",MÉDICAL
"Bonjour, je viens de me remettre d'une grippe intestinale et j'ai des douleurs à la poitrine, à la gorge et à la mâchoire. Je me demandais ce que ça pouvait être ? Je ne veux pas m'inquiéter, mais",MÉDICAL
Quel est le lien entre le taux métabolique et la production de radicaux libres et la durée de vie humaine ? Quels sont les moyens médicalement prouvés de contrôler le taux métabolique et la production de radicaux libres ?,MÉDICAL
