texte_historique,domaine,impact,urgence,statut_friction_final,question_bot
"Bonjour, je suis une personne malvoyante. Mon circuit hydraulique a une baisse progressive de pression.",MATÉRIEL,3,2,COMPLET,
"Je suis chez moi et mon petit-fils a vomi. Il y avait du sang rouge vif dans les vomi. Je suis tellement choqué, je ne sais pas quoi faire. La connexion est vraiment mauvaise, tu dois me répéter.",MÉDICAL,4,4,COMPLET,
J'ai trouvé une personne qui a essayé de se suicider à l'hôtel où je suis. Elle est semi-consciente et pleure beaucoup.,MÉDICAL,3,4,COMPLET,
Je viens de retrouver une personne dans l'eau glacée près du lac. Elle ne parle plus et semble très froide.,MÉDICAL,4,4,COMPLET,
Ma grand-mère a commencé à avoir des difficultés respiratoires il y a deux jours. Elle est devenue beaucoup pire ce soir.,MÉDICAL,3,4,COMPLET,
Mon enfant de trois ans a avalé des médicaments qui étaient dans le placard. Il est très agité et pleure beaucoup.,MÉDICAL,2,3,MANQUE_LIEU,À quelle adresse ou à quel endroit dois-je envoyer les secours ?
"Je suis désolé, il y a une coupure de fibre opérateur principal. Le lien de secours est saturé à 100%. Je me sens un peu pris en otage ici.",INFRA,4,3,COMPLET,
"Salut, j'ai réussi à accéder au SSH root, mais il y a des commandes suspectes dans les logs depuis plusieurs heures. Ça commence à m'inquiéter.",INFRA,3,2,COMPLET,
Il semble que le failover automatique ait échoué lors de la dernière panne. J'ai entendu des gens dire qu'il y avait eu un coupure de courant.,INFRA,2,3,COMPLET,
"Salut, mon disque RAID0 est en défaillance et je n'ai pas sauvé les données depuis plusieurs jours. C'est une catastrophe!",INFRA,4,4,COMPLET,
"Il y a un déséquilibre dans l'horloge système, les erreurs d'authentification sont généralisées. Ça fait une heure maintenant.",INFRA,3,2,COMPLET,
"Monsieur Dupont, bus numéro 123, ligne 5.",POLICE,4,4,COMPLET,
"Monsieur Martin, appartement 302, building E.",POLICE,3,3,COMPLET,
"Madame Dubois, parking sous-sol du Palais des Congrès.",POLICE,2,2,COMPLET,
"Monsieur Lefevre, route de la République, kilomètre 45.",POLICE,3,3,COMPLET,
"Monsieur Durand, gare de la Défense.",POLICE,2,2,MANQUE_LIEU,"Dans quelle gare, sur quelle ligne ou à quel arrêt se passe l'incident ?"
"Bonjour, je suis Jean. J'ai un souci avec mon serveur critique. Il semble que le quota de disque soit atteint et les logs ne s'écrivent plus. Je suis vraiment en colère car c'est une situation critique pour notre entreprise.",INFRA,4,4,COMPLET,
"Salut! Je suis Marie. J'ai le même problème que Jean, mais je ne m'inquiète pas beaucoup du coup. Mon serveur critique est plein et les logs ne s'écrivent plus.",INFRA,4,3,COMPLET,
"Salut, mon petit ami. Mon téléphone a failli tomber sur la rue avec cette batterie à 2% et je suis vraiment en panique car il n'y a plus d'internet sur tout le site de l'entreprise.",INFRA,3,4,COMPLET,
"Je suis Marie, et je ne comprends pas ce qui se passe. Mon réseau est en panne et tout le trafic interne va à l'extérieur. C'est vraiment choquant et il y a des sirènes de police juste en face.",INFRA,4,3,COMPLET,
"Salut, monsieur. Il y a un problème avec notre service BGP et il semble qu'il y ait une hijack. Le trafic va à l'étranger et je ne peux pas m'en sortir.",INFRA,4,4,COMPLET,
"Monsieur Dubois, j'ai perdu mon badge. Pouvez-vous m'aider à entrer s'il vous plaît?",ACCÈS,3,2,COMPLET,
"Bonjour, je suis Marie. On a partagé mon compte sur le bureau. Pourriez-vous me donner un autre badge?",ACCÈS,2,1,COMPLET,
"Je suis désolé, mais le système ne fonctionne pas. Y a-t-il une solution?",ACCÈS,4,3,COMPLET,
"Je suis désolé, mais mon compte est verrouillé. Pouvez-vous me l'ouvrir s'il vous plaît?",ACCÈS,3,2,COMPLET,
"Bonjour, mon compte est verrouillé. Y a-t-il une solution?",ACCÈS,3,2,COMPLET,
"Non-francophone débrouillard. Tente d'effraction sur une porte d'immeuble en pleine journée. Je suis dans un ascenseur, le signal est intermittent. Tu disparais et réapparais.",POLICE,4,4,COMPLET,
"Individu sous le choc (calme blanc). Tente d'ouvrir plusieurs voitures sur un parking souterrain. Je suis dans un ascenseur, le signal est intermittent. Tu disparais et réapparais.",POLICE,4,4,COMPLET,
"Novice paniqué. Tapage nocturne insupportable chez les voisins. Il y a plusieurs personnes autour qui parlent en même temps, tu relais leurs informations.",POLICE,3,2,COMPLET,
"Passant pressé. Vandalisme de masse sur un monument historique en cours. La connexion téléphonique est mauvaise, tu dois parfois te répéter.",POLICE,4,3,COMPLET,
"Sarcastic/Blasé. Accident de voiture avec délit de fuite, tu as la plaque. Je suis dans un environnement très froid (extérieur en hiver), tu claques des dents en parlant.",POLICE,3,2,COMPLET,
Monsieur Dupont a disparu depuis 4 heures près de l'immeuble du 12 Place des Vosges. Il est atteint d'Alzheimer.,POLICE,3,3,COMPLET,
Madame Martin a remarqué des comportements inquiétants chez les enfants du parc des Petits Animaux depuis une heure.,POLICE,2,2,COMPLET,
Monsieur Gérard filme répétitivement les entrées de la banque centrale depuis la rue des Halles.,POLICE,4,3,COMPLET,
"Monsieur Lefevre filme les auteurs d'un tag sur une façade depuis la rue des Abbesses, il court et est essoufflé.",POLICE,3,2,COMPLET,
Madame Durand hurle des propos incohérents et effraie les passants à la Place de l'Église. Elle est épuisée et a une blessure compressée.,POLICE,3,2,MANQUE_LIEU,Quelle est l'adresse ou le lieu précis de l'incident ?
"Bonjour, mon serveur de téléphonie IP ne répond plus. Aucun appel sortant possible.",INFRA,4,4,COMPLET,
"Je suis désolé, mon téléphone ne fonctionne pas. Pas de signal.",INFRA,3,3,COMPLET,
J'ai perdu tous les logs de sécurité. Je pense qu'il y a une tentative d'intrusion.,INFRA,4,3,COMPLET,
Mon serveur est en panne. Le failover automatique ne s'est pas déclenché.,INFRA,4,3,COMPLET,
Mon téléphone est hors service. Je suis en train de courir et je ne peux pas appeler la police.,INFRA,3,4,MANQUE_LIEU,"Dans quel datacenter, salle serveur ou sur quelle plateforme se trouve l'infrastructure touchée ?"
"Bonjour, mon nom est Jean Dupont. Je suis dans une rue appelée Rue des Petits Animaux à Paris. J'ai un feu de cheminée avec flammes visibles en toiture. Mon chien est enfermé et je ne sais pas quoi faire.",POMPIER,4,4,COMPLET,
"Salut, c'est Marie Martin. J'ai un bateau qui prend l'eau à la rade de Marseille. Les occupants sont paniqués et ils ne savent pas quoi faire.",POMPIER,4,4,COMPLET,
"Bonjour, mon nom est Marc Dubois. J'ai un câble électrique tombé au sol après une tempête. Il y a des étincelles visibles et je ne sais pas comment couper le courant.",POMPIER,4,3,COMPLET,
"Salut, c'est Sophie Dupuis. Je suis dans un ascenseur depuis 45 minutes et il fait très chaud ici. Mon téléphone ne fonctionne pas.",POMPIER,3,2,MANQUE_LIEU,À quelle adresse ou dans quel bâtiment êtes-vous bloqué ?
"Bonjour, mon nom est Paul Moreau. Je suis dans un quartier résidentiel et il y a un feu de forêt qui approche. Il fait très chaud et je ne sais pas quoi faire.",POMPIER,4,4,COMPLET,
"Bonjour, c'est [Prénom] de la direction technique. Nous avons un problème avec notre cluster Kubernetes. Il est instable et les pods redémarrent en boucle. J'ai appelé depuis les toilettes pour ne pas être entendu. Merci.",INFRA,3,4,COMPLET,
"Bonjour, j'ai une odeur de brûlé persistante dans mon immeuble mais je ne vois rien. Je suis en extérieur et il fait très froid ici, je claques des dents en parlant.",POMPIER,3,2,COMPLET,
"Oui, mon téléphone est à 2%, j'ai un feu de poubelle qui commence à atteindre une façade d'immeuble. Je suis très pressé, aidez-moi vite s'il vous plaît!",POMPIER,4,3,COMPLET,
"Je suis désolé, je ne parle pas français mais j'ai perdu mon enfant dans une piscine privée. Ils sont en panique et je suis caché à cause d'une situation de cambriolage.",POMPIER,4,3,COMPLET,
"Oh non, il y a une fuite de gaz naturel dans mon appartement! L'odeur est très forte et les voisins sont déjà évacués. Je suis en voiture et je conduis encore.",POMPIER,4,3,COMPLET,
Il y a un feu de transformateur électrique haute tension avec des arcs électriques impressionnants. Il fait très fort dans la boîte de nuit!,POMPIER,4,3,COMPLET,
Je suis un novice paniqué. Une batterie de chariot élévateur a explosé dans l'entrepôt. On entend des pas saccadés.,MATÉRIEL,4,4,COMPLET,
Je suis un passant pressé. Je vois une fissure visible sur une pièce mécanique en rotation.,MATÉRIEL,3,3,COMPLET,
Je suis sarcastique/blasé. Il y a une rupture d'un flexible hydraulique haute pression sur une presse.,MATÉRIEL,2,3,COMPLET,
"Je suis un passant pressé. Il y a une fuite hydraulique sur une machine-outil, huile sur le sol.",MATÉRIEL,3,2,COMPLET,
Je suis un professionnel de santé hors service. L'ascenseur de charge est bloqué avec une palette à mi-hauteur.,MATÉRIEL,2,4,MANQUE_LIEU,Dans quel bâtiment ou à quelle adresse se trouve l'équipement défaillant ?
Ma chienne a mordu ma jambe. J'ai une plaie ouverte et je saigne beaucoup. Je suis paniqué. Mon téléphone est à 2%. Je suis très pressé.,MÉDICAL,4,4,COMPLET,
API down. Fix ASAP.,INFRA,4,4,COMPLET,
DDoS attack. We're losing bandwidth.,INFRA,3,3,MANQUE_LIEU,Quel est le datacenter ou la région réseau ciblée par cette attaque ?
Data loss in production. Fix now!,INFRA,4,4,COMPLET,
Massive data leak detected. Urgent.,INFRA,4,4,MANQUE_LIEU,"Dans quel datacenter, salle serveur ou sur quelle plateforme se trouve l'infrastructure touchée ?"
Failover not triggered. Check it out!,INFRA,3,3,COMPLET,
Je suis désolé d'annuler mon appel. Il semble que le problème soit résolu maintenant. Merci pour votre aide.,ACCÈS,2,3,COMPLET,
Je m'excuse pour le bruit. J'avais peur que mon frère ne voie ma conversation. Merci de bien vouloir m'aider.,ACCÈS,3,2,COMPLET,
"Oh non, mon portable est perdu ! Je ne peux pas fermer la porte. Merci de m'aider rapidement s'il vous plaît.",ACCÈS,4,3,MANQUE_LIEU,"À quel bâtiment, porte ou accès cela concerne-t-il ?"
"Tout va bien, je n'ai pas pu entrer. Il semble que la porte de secours soit fermée. Merci pour votre aide.",ACCÈS,2,3,COMPLET,
"Merci beaucoup pour votre aide, mon badge a été arrêté. Je vais directement à la réception pour me présenter.",ACCÈS,2,3,COMPLET,
"Bonjour, j'ai un problème avec mon paiement. Il y a des sirènes de police à côté.",INFRA,4,4,COMPLET,
Je ne peux pas accéder au site. Il semble que le DNS soit down.,INFRA,3,3,MANQUE_LIEU,"Dans quel datacenter, salle serveur ou sur quelle plateforme se trouve l'infrastructure touchée ?"
Il y a une coupure de fibre devant le siège. J'ai du mal à accéder aux services.,INFRA,4,3,COMPLET,
La climatisation des serveurs est tombée en panne et il fait très chaud.,INFRA,2,3,COMPLET,
Je ne peux pas me connecter à mon compte. La fibre opérateur est coupée et le lien de secours est saturé.,INFRA,3,4,MANQUE_LIEU,"Dans quel datacenter, salle serveur ou sur quelle plateforme se trouve l'infrastructure touchée ?"
"Je suis à l'hôpital Saint-Jacques. Une personne a des symptômes d'infarctus du myocarde, elle demande de la secours.",MÉDICAL,4,4,COMPLET,
"A l'hôpital général, nous avons un nourrisson de 6 mois qui ne respire plus normalement depuis 10 minutes. C'est une situation critique.",MÉDICAL,4,4,COMPLET,
Je suis chez Mme Dubois. Elle délire depuis plusieurs heures et parle seule. C'est une situation d'urgence.,MÉDICAL,4,4,COMPLET,
Je suis à domicile et je vois une personne qui essaye de se suicider. Elle est semi-consciente. C'est une situation d'urgence.,MÉDICAL,4,4,COMPLET,
Je suis dans un parking souterrain et je viens de voir une personne âgée désorientée qui errate. Elle porte des pyjama et est seule.,MÉDICAL,3,3,COMPLET,
"Bonjour, je suis au 3ème étage de la rue Jeanne d'Arc. Il y a une grande flammme sur le toit, j'ai besoin de l'aide immédiate.",POMPIER,4,4,COMPLET,
"Salut, mon nom est Marc. Je suis sur le toit de ma maison à la rue des Lilas et je suis coincé! Quelqu'un aide-moi s'il te plaît!",POMPIER,4,4,COMPLET,
Je suis à la plage de Plage-des-Sables. Il y a un feu vif dans le bois et il se propage rapidement! C'est vraiment paniqué ici.,POMPIER,4,4,COMPLET,
"Salut, mon nom est Sophie. Mon enfant a été noyé dans la piscine de notre villa! J'ai besoin d'aide très rapidement!",POMPIER,4,4,COMPLET,
Je suis au 15ème étage de la rue des Invalides. Il y a une odeur bizarre qui persiste et je ne sais pas où vient ça. Quelqu'un peut venir aider?,POMPIER,3,2,MANQUE_LIEU,À quelle adresse exacte dois-je envoyer les secours ?
"Bonsoir, je suis au métro de la ligne 7, arrêt Place des Abbesses. J'ai vu une personne agressive qui frappe aléatoirement les passagers. Il y a eu un signal intermittent dans l'ascenseur. Je suis sorti et suis retombé à mon étage.",POLICE,4,3,COMPLET,
"Salut, c'est Marie. Mon appartement à l'adresse 12 rue des Lilas au 3ème étage est en panne de téléphone. J'ai dû crier pour attirer l'attention.",POLICE,3,3,COMPLET,
"Salut, je suis Jean. Je suis dans un appartement de la rue des Vignobles au quartier du Marais. Un individu a prétendu être un technicien et voulait m'extorquer money. Il était très nerveux.",POLICE,4,3,COMPLET,
"Salut, c'est Sophie. Mon père a une rixe avec des personnes armées dans le parc des Buttes-Chaumont. Il y a eu des armes blanches.",POLICE,4,3,COMPLET,
"Salut, je suis Louis. J'ai vu un homme armé avec un couteau qui menaçait des passants sur la rue des Abbesses. La connexion téléphonique est mauvaise.",POLICE,4,3,COMPLET,
"Madame, bonjour. Mon nom est Marie Dupont. J'ai une hémorragie post-partum à domicile et la patiente va perdre connaissance. Elle a 65 ans.",MÉDICAL,4,4,COMPLET,
"Bonjour, je suis Jean Dupuis. Mon enfant a une fièvre à 40°C et ne réagit pas du tout. Il a 5 ans.",MÉDICAL,3,3,COMPLET,
Mon nom est Sophie Martin. J'ai une douleur soudaine dans le dos qui irradiante vers la poitrine et j'ai des sueurs froides. Je suis âgée de 70 ans.,MÉDICAL,3,3,COMPLET,
"Bonjour, je suis Marc Dubois. Mon enfant a une fièvre à 40°C et ne réagit pas du tout. Il a 3 ans.",MÉDICAL,2,2,COMPLET,
"Madame, bonjour. Mon nom est Marie Dupont. J'ai une douleur violente et soudaine dans l'œil avec perte de vision immédiate.",MÉDICAL,4,4,COMPLET,
J'ai reçu un SMS menaçant avec mon adresse personnelle. Je suis en voiture et paniqué.,POLICE,4,4,COMPLET,
Je vois des enfants dans un parc mais je ne sais pas ce qu'ils font.,POLICE,3,2,COMPLET,
Je suis à l'étage et je peux entendre des coups de poings dans la pièce voisine.,POLICE,3,3,COMPLET,
"Mes voisins sont en train de faire du bruit la nuit, je ne peux pas dormir.",POLICE,2,1,COMPLET,
Quelqu'un est ivre et bloque la circulation en plein carrefour.,POLICE,4,4,COMPLET,
"Bonjour, c'est Marie. J'ai un accouchement imminent dans ma voiture sur le bas-côté de la Route des Lilas à Paris.",MÉDICAL,4,4,COMPLET,
"Je suis Jean, mon enfant a une fièvre à 40°C. Il ne réagit pas.",MÉDICAL,3,3,COMPLET,
"Salut, c'est Marie. J'ai eu une chute dans les escaliers et je pense qu'il y a une fracture ouverte à la jambe.",MÉDICAL,2,3,COMPLET,
"Bonjour, j'ai une plaie par balle présumée accidentelle. Il saigne beaucoup.",MÉDICAL,4,4,COMPLET,
Je suis Marie et j'ai un accouchement imminent. Mon enfant est dans mes bras et je ne peux pas parler correctement.,MÉDICAL,4,4,COMPLET,
"Bonjour, mon nom est Jean Dupont et je suis au bureau de La Maison Bleue. Nous avons un problème avec le convoyeur de production. Il est arrêté subitement et il y a un bouchon sur toute la chaîne.",MATÉRIEL,4,4,COMPLET,
"Salut, je suis Marie Dubois et j'ai un problème avec mon EPI. Il a défailli lors d'un travail en hauteur.",MATÉRIEL,4,3,COMPLET,
"Bonjour, je suis Pierre Martin et j'ai un problème avec l'imprimante 3D de prototypage. Elle s'enflamme suite à un court-circuit.",MATÉRIEL,4,4,COMPLET,
Je suis Sophie Durand et le générateur de secours refusé de démarrer lors d'un test de routine. Je suis dans les toilettes du bâtiment.,MATÉRIEL,3,4,COMPLET,
"Bonjour, je suis Marc Dubois et le robot de soudure est déréglé. Les cordons sont hors tolérance et nous avons une série entière à revoir.",MATÉRIEL,4,3,COMPLET,
Je suis chez mon travail et je vois que tous les fichiers de mes ordinateurs sont cryptés ! Il y a une attaque ransomware. Qu'est-ce que je fais ?,INFRA,4,4,COMPLET,
"Oh non, mes données sont partiellement disparues ! J'ai supprimé accidentellement quelque chose en production. Qu'est-ce que je dois faire ?",INFRA,3,4,MANQUE_LIEU,"Sur quel serveur, datacenter ou environnement l'incident s'est-il produit ?"
Je suis dans mon bureau et je remarque que le trafic réseau va vers l'extérieur. Y a-t-il un problème ?,INFRA,2,3,COMPLET,
"J'ai supprimé accidentellement le bucket S3 de production. Je suis désolé, qu'est-ce que je fais ?",INFRA,4,4,COMPLET,
Je viens de remarquer que ma sauvegarde quotidienne est corrompue depuis 10 jours. Qu'est-ce que je dois faire ?,INFRA,3,3,COMPLET,
"Je suis à la poubelle de centre commercial près du magasin XYZ. J'ai trouvé un colis suspect avec des fils apparents. Il y a un enfant seul ici, il est dans une zone calme.",POLICE,4,4,COMPLET,
"Mon grand-père a disparu depuis 4 heures. Il a Alzheimer et nous sommes inquiétés. Nous sommes en un environnement calme, dans un bureau silencieux.",POLICE,3,3,COMPLET,
Je suis dans mon appartement et je peux entendre des coups et des cris provenant du salon. Il y a un écho. Je ne peux pas sortir.,POLICE,4,3,COMPLET,
Il y a une personne ivre sur le trottoir devant mon immeuble. Elle bloque la circulation et n'écoute pas les sirènes.,POLICE,2,3,COMPLET,
Je suis dans le salon et je vois des voleurs. Ils ont pris plusieurs objets précieux. Je ne peux pas sortir de mon appartement.,POLICE,4,3,COMPLET,
"Bonjour, mon nom est Jean Dupont. Je suis dans un appartement de la rue des Lilas et je voudrais signaler que ma horloge système n'est plus synchrone. Je me sens confus avec les erreurs d'authentification sur mon ordinateur. Il y a beaucoup de musique en arrière-plan, c'est une boîte de nuit. Merci.",INFRA,3,2,COMPLET,
Je suis dans une voiture et j'ai remarqué une personne qui essayait d'ouvrir la porte d'un immeuble en plein jour. Elle a des difficultés à voir.,POLICE,3,3,COMPLET,
Je suis dans mon bureau et j'ai constaté qu'un collègue filme répétitivement les entrées d'un bâtiment sensible. C'est assez préoccupant.,POLICE,2,3,COMPLET,
"Je suis dans un ascenseur et j'ai entendu une femme crier à l'aide depuis le troisième étage. Le signal est intermittent, elle disparaît et réapparaît.",POLICE,3,4,COMPLET,
Je suis en plein froid extérieur et j'ai vu une vitrine de magasin brisée. Personne ne semble être là et je ne sais pas qui a fait ça.,POLICE,2,3,COMPLET,
Je suis devant une discothèque et j'ai entendu des cris. Il y a plusieurs personnes à terre.,POLICE,4,4,COMPLET,
"J'ai besoin d'aide pour un adolescent désinvolte qui bloque la circulation en plein carrefour. Il est dans un ascenseur, le signal est intermittent.",POLICE,4,3,COMPLET,
Il y a une tentative d'extorsion de fonds dans un commerce par deux individus masqués. La musique est très forte en arrière-plan.,POLICE,4,3,COMPLET,
Un voisin qui tire des coups de feu en l'air avec un fusil de chasse dans son jardin. Il y a des sirènes de police à côté.,POLICE,4,3,COMPLET,
Une personne atteinte d'Alzheimer a disparu depuis 4 heures. Elle parlait couramment en français.,POLICE,3,2,COMPLET,
"Une vitrine de magasin a été brisée, personne à proximité. L'auteur est inconnu.",POLICE,3,2,COMPLET,
"Madame Dupont, je suis ici pour récupérer mon badge. Je viens de travailler chez ABC depuis il y a six mois. Mon badge est toujours actif mais j'ai du mal à entrer dans le bâtiment aujourd'hui. Je crois que les sirènes de police ou de pompiers qui passent juste à côté m'entendent.",ACCÈS,4,4,COMPLET,
"Excusez-moi, c'est Jean Dupuis à l'appartement de la rue des Lilas. Je suis ici pour utiliser le compte utilisateur partagé entre moi et mon frère. Il est actuellement occupé et je dois chuchoter. On ne peut pas être entendus.",ACCÈS,2,3,MANQUE_LIEU,"À quel bâtiment, porte ou accès cela concerne-t-il ?"
"Je suis Mr Martin, client de XYZ. J'ai un problème avec le système de contrôle d'accès biométrique qui est actuellement hors service. Cela bloque 200 employés et ils sont vraiment en colère.",ACCÈS,3,4,COMPLET,
"Madame Robert, j'ai perdu les clés de haute sécurité de mon coffre-fort d'ABC après le passage du ménage. Je suis une maman épuisée et cette situation est vraiment stressante. Il y a beaucoup de musique en arrière-plan.",ACCÈS,3,3,COMPLET,
"Excusez-moi, c'est Monsieur Durand à l'appartement de la rue des Érables. Je suis ici pour récupérer mon badge car je ne peux pas entrer dans le bâtiment aujourd'hui. Il y a une caméra orientée vers un mur depuis ce matin et ça m'inquiète.",ACCÈS,2,2,COMPLET,
Salut ! Mon serveur principal de base de données est en Kernel Panic. J'ai besoin d'aide immédiate pour éviter tout dommage.,INFRA,4,4,COMPLET,
"Salut ! Depuis 10 jours, ma sauvegarde quotidienne est corrompue. J'ai découvert le problème ce matin et ça m'emballe vraiment.",INFRA,3,4,COMPLET,
Salut ! La température dans la salle des serveurs est à 42°C et la climatisation est en panne. C'est vraiment chaud ici !,INFRA,3,3,COMPLET,
Salut ! J'ai détecté une attaque Ransomware sur mes fichiers. Ils se cryptent en direct et je ne sais pas quoi faire.,INFRA,4,4,COMPLET,
Salut ! Le déploiement en production a cassé l'authentification pour tous les utilisateurs. C'est vraiment une catastrophe !,INFRA,4,4,COMPLET,
Système de refroidissement liquide cassé. Fuite sur les lames.,INFRA,3,4,COMPLET,
Mise à jour firmware crash tous terminaux de paiement. Magasin fermé.,INFRA,2,4,COMPLET,
Surcharge CPU à 100%. Nœuds applicatifs en panne.,INFRA,3,4,COMPLET,
Déploiement prod authentification cassée. Tous users concernés.,INFRA,2,4,COMPLET,
Certificat SSL expiré. Ventes bloquées site e-commerce.,INFRA,3,4,COMPLET,
"Bonjour, je suis Jean. J'ai un problème avec les terminaux de paiement du magasin. Ils sont tous 'briqués'. J'espère que vous pouvez aider rapidement, mon téléphone est à 2% et j'ai vraiment besoin de payer une chose.",INFRA,4,3,COMPLET,
"Salut, je suis Marie. Il semble qu'il y ait eu un problème avec le failover automatique. Nous avons une panne et le système ne se relance pas. Je suis vraiment sous pression, je dois prendre mon enfant à l'hôpital.",INFRA,3,4,MANQUE_LIEU,"Dans quel datacenter, salle serveur ou sur quelle plateforme se trouve l'infrastructure touchée ?"
"Salut, je suis Paul. Notre pipeline CI/CD est bloqué depuis une douzaine d'heures. On ne peut faire aucune déploiement. Il fait tellement de bruit en arrière-plan que c'est compliqué.",INFRA,2,3,COMPLET,
"Salut, je suis Sophie. Nous avons une coupure électrique totale dans le datacenter. Les onduleurs tiennent 20 minutes et nous sommes tous bloqués. Je suis dans un ascenseur et la connexion est instable.",INFRA,4,4,COMPLET,
"Salut, je suis Antoine. Nous avons une fuite de données massives sur un forum de hackers. On pense que c'est notre serveur qui est à l'origine. La connexion est mauvaise et je dois me répéter parfois pour être entendu.",INFRA,3,4,COMPLET,
"Monsieur Dupont, j'arrive chez vous pour le maintenance. Vous m'avez dit que vous aviez un problème avec votre système de chauffage, c'est correct ?",ACCÈS,3,2,COMPLET,
"Madame Martin, il semble que la porte coupe-feu du 3ème étage ne veuille plus se refermer. Je suis désolé pour le bruit de fond, mais j'espère que cela n'affectera pas votre journée.",ACCÈS,2,3,COMPLET,
"Monsieur Dubois, j'ai trouvé une liste des accès dans un espace public. Je suis très pressé et ne sais pas comment le traiter.",ACCÈS,3,4,COMPLET,
"Madame Durand, j'ai perdu les clés de haute sécurité du coffre-fort après le ménage. J'espère que cela ne vous causera pas beaucoup de problèmes.",ACCÈS,2,3,COMPLET,
"Monsieur Dubois, le code PIN de la salle serveurs a été modifié par erreur. Nous sommes tous dehors et ne savons pas ce qu'il faut faire.",ACCÈS,4,4,COMPLET,
"Bonjour, mon nom est Sarah. Je suis dans un ascenseur avec mon enfant. Le téléphone ne fonctionne plus et je n'ai plus d'appel sortant.",INFRA,4,3,MANQUE_LIEU,Dans quel bâtiment ou à quelle adresse se trouve cet ascenseur ?
"Salut, c'est Marc. J'ai une horloge désynchronisée et je ne peux pas m'authentifier. Je suis dans un ascenseur mais le signal est intermittent.",INFRA,3,4,COMPLET,
"Bonjour, mon nom est Emma. Je suis dans un environnement froid avec mon enfant. La CPU surcharge et il fait très chaud ici.",INFRA,3,4,MANQUE_LIEU,"Dans quel datacenter, salle serveur ou sur quelle plateforme se trouve l'infrastructure touchée ?"
"Salut, c'est Paul. La climatisation des serveurs est en panne et la température est à 42°C. Je suis dans un ascenseur mais le signal est intermittent.",INFRA,4,3,COMPLET,
"Bonjour, mon nom est Sarah. Le serveur de base de données a paniqué. Je suis dans un tunnel et il y a un écho énorme.",INFRA,4,4,COMPLET,
Je suis dans ma voiture et j'ai un problème avec mon écran de contrôle. Il affiche des valeurs incohérentes.,MATÉRIEL,4,3,COMPLET,
Je suis chez moi et j'ai un câble d'alimentation 400V dénudé découvert dans une armoire électrique ouverte.,MATÉRIEL,3,2,COMPLET,
Je suis en train de courir et je remarque que la ventilation sur mon équipement sensible est bruyante et inefficace.,MATÉRIEL,3,2,COMPLET,
Je suis un professionnel de santé hors service et j'ai une fissure visible sur une pièce mécanique en rotation.,MATÉRIEL,4,3,COMPLET,
"Je suis à la maison et mon robot de soudure est déréglé. Les cordons sont hors tolérance, et je dois revoir une série entière.",MATÉRIEL,3,2,COMPLET,
"Bonjour, je m'appelle Sophie. J'ai trouvé un homme inconscient sur le banc de la place. Il ne respire pas régulièrement. Mon téléphone a une batterie faible et je suis très pressé.",MÉDICAL,4,4,COMPLET,
"Salut, c'est Jean. Mon collègue a une douleur thoracique aiguë et il est sous anticoagulants. Il est âgé de 65 ans et j'ai du mal à le retenir dans un ascenseur avec des signaux intermittents.",MÉDICAL,4,3,COMPLET,
"Je suis désolé, c'est Marie. J'ai un nourrisson de 6 mois qui ne respire plus normalement depuis 10 minutes et je suis seul ici. Il y a beaucoup de musique en arrière-plan.",MÉDICAL,4,4,COMPLET,
"Bonjour, je suis Thomas. J'ai un enfant de 5 ans qui a une fièvre à 40°C et ne réagit pas beaucoup. Je suis choqué et j'appelle depuis la rue Jean-Jaurès.",MÉDICAL,3,2,COMPLET,
"Salut, c'est Alice. Mon nourrisson de 6 mois qui ne respire plus normalement depuis 10 minutes et je suis sous le choc. Je vais appeler depuis les toilettes du bâtiment.",MÉDICAL,4,4,COMPLET,
"Bonjour, c'est Jean Dupont. Je suis au 2ème étage, Bâtiment G. Il y a un feu dans le local technique. L'alarme est déclenchée mais le signal est intermittent.",POMPIER,4,4,COMPLET,
"Salut, c'est Sarah Martin. J'ai entendu un bruit louche dans mon ascenseur. Je suis dans le hall du Bâtiment H et je ne sais pas ce qui se passe.",POMPIER,3,4,COMPLET,
"Bonjour, c'est Claude Dubois. Mon voisin me dit qu'il est enseveli partiellement sur le chantier de la Rue des Charbonniers. Il demande du secours.",POMPIER,4,4,COMPLET,
"Salut, c'est Marie Rousseau. Je suis dans une voiture accidentée sur l'autoroute A13 à la sortie 25. Il y a un feu et le véhicule est en fumée.",POMPIER,4,4,COMPLET,
"Salut, c'est Jean-Luc Dubois. Il y a une fuite de gaz naturel dans mon appartement. J'ai un gros souci et je ne sais pas ce que faire.",POMPIER,4,4,COMPLET,
"Bonjour, c'est Jean. J'ai un problème avec mon badge utilisateur partagé entre plusieurs personnes. Je ne sais pas comment y accéder maintenant.",ACCÈS,3,2,,
Salut! Y a eu un coupure? Y en a une qui ne va pas.,INFRA,3,4,COMPLET,
"Oh non! Des gars sur mon réseau, c'est une attaque DDoS!",INFRA,2,3,COMPLET,
"Tout cassé, les terminaux de paiement ne répondent pas!",INFRA,4,3,COMPLET,
"C'est la fibre qui est tombée, mon lien de secours est saturé!",INFRA,2,4,COMPLET,
"Le pipeline est bloqué depuis 12h, rien ne sort!",INFRA,3,3,MANQUE_LIEU,Dans quel bâtiment ou à quelle adresse se trouve cet ascenseur ?
