texte_historique,domaine,impact,urgence,statut_friction_final,question_bot
"Feux de forêt progressant vers le hameau du Puy, vent fort, flammes à 200m des premières maisons.",POMPIER,4,4,MANQUE_LIEU,Dans quelle commune ou sur quelle route se trouve ce hameau exactement ?
"J'ai chuté dans l'escalier, cheville déformée, douleur 8/10. 35 ans, pas d'antécédent. Je suis au domicile, 8 avenue Foch, Bordeaux.",MÉDICAL,2,2,COMPLET,
"Il y a un problème avec notre machine de production. Je chuchote, je suis caché.",INFRA,3,3,MANQUE_TYPE_PANNE,Quel type de machine ? L'arrêt est-il total ou partiel ? Y a-t-il un message d'erreur ou une alarme ?
Un ancien employé essaie d'entrer avec son badge. La connexion est mauvaise.,ACCÈS,3,3,MANQUE_HABILITATION,Le badge est-il toujours actif dans le système ? Depuis quand cet employé a-t-il quitté la société ?
Mon ami a reçu un violent coup à la tête.,MÉDICAL,3,3,MANQUE_SYMPTOMES,A-t-il perdu connaissance ? Vomit-il ? Parle-t-il normalement ou semble-t-il confus ?
"Feux de forêt progressant vers le hameau du Puy, vent fort, flammes à 200m des premières maisons.",POMPIER,4,4,MANQUE_LIEU,Dans quelle commune ou sur quelle route se trouve ce hameau exactement ?
"Agression au couteau rue Beaubourg Paris 4ème. Agresseur homme 25 ans capuche rouge, a fui direction nord. Victime homme 40 ans, blessure bras droit, conscient, saigne beaucoup. J'ai du mal à parler.",POLICE,4,4,COMPLET,
J'ai besoin d'accéder à une zone sécurisée en urgence. Je tremble en appelant.,ACCÈS,2,3,MANQUE_IDENTITE_DEMANDEUR,"Quel est votre nom, votre service et votre matricule ? La demande doit être validée par votre responsable."
"Bonjour, je crois que mon copain a fait une crise de quelque chose. J'ai du mal à parler.",MÉDICAL,3,3,MANQUE_ZONE_CORPS,D'accord. Où votre copain a-t-il mal ou qu'est-ce qui vous a alerté sur lui ?
Mon équipement ne fonctionne plus du tout depuis ce matin. Il y a beaucoup de bruit de fond.,INFRA,2,2,MANQUE_TYPE_PANNE,"Quel équipement est en panne ? Quel est le comportement exact : arrêt total, bruit anormal, message d'erreur ?"
Mon père ne se sent pas bien du tout depuis ce matin. Mon téléphone est presque déchargé.,MÉDICAL,2,2,MANQUE_ZONE_CORPS,À quel endroit du corps votre père ressent-il la douleur ou qu'est-ce qui vous inquiète ?
"J'ai mal à la poitrine avec des douleurs dans le bras gauche. Je chuchote, je suis caché.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,"Quel est votre âge ? Avez-vous des antécédents cardiaques, du diabète ou de l'hypertension ?"
"Ma femme inconsciente, elle respire, 45 ans, pas d'antécédents connus. Il y a beaucoup de bruit de fond.",MÉDICAL,4,4,MANQUE_LIEU,Donnez-moi immédiatement votre adresse ou dites-moi où vous vous trouvez.
Je me suis coupé mais c'est profond. Mon téléphone est presque déchargé.,MÉDICAL,2,2,MANQUE_ZONE_CORPS,Sur quelle partie du corps avez-vous cette coupure ?
"Attaque ransomware détectée sur le réseau interne du siège Paris 8ème. Fichiers chiffrés sur le NAS. Environ 30 postes touchés, production partiellement arrêtée. Sauvegarde externe non touchée à ce stade.",INFRA,4,4,COMPLET,
Quelqu'un suit une femme depuis plusieurs rues. Je suis essoufflé.,POLICE,3,3,MANQUE_DESCRIPTION_SUSPECT,"Décrivez le suspect : sexe, âge approximatif, vêtements, est-il toujours en train de la suivre ?"
"Agression au couteau rue Beaubourg Paris 4ème. Agresseur homme 25 ans capuche rouge, a fui direction nord. Victime homme 40 ans, blessure bras droit, conscient, saigne beaucoup. Je tremble en appelant.",POLICE,4,4,COMPLET,
Ma voisine est effondrée sur son palier. Mon téléphone est presque déchargé.,MÉDICAL,3,4,MANQUE_CONSCIENCE,Est-elle consciente ? Respirez-vous près de sa bouche pour vérifier si elle respire ?
"Bonjour, un appartement brûle au 3ème étage, alarme déclenchée. La connexion est mauvaise.",POMPIER,4,4,MANQUE_EVACUATION,"L'immeuble a-t-il été évacué ? Les résidents ont-ils pu sortir, ou des gens restent-ils bloqués ?"
Il y a une bagarre très violente en bas de mon immeuble. Il y a beaucoup de bruit de fond.,POLICE,3,4,MANQUE_ARME,"L'agresseur ou l'un des protagonistes est-il armé ? Couteau, arme à feu, ou autre objet ?"
Mon collègue a la poitrine douloureuse et transpire beaucoup.,MÉDICAL,4,4,MANQUE_SYMPTOMES,La douleur irradie-t-elle vers son bras gauche ou sa mâchoire ? Peut-il respirer normalement ?
"Mon copain a fait une crise, il convulse, une douleur à la poitrine. Il y a beaucoup de bruit de fond.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel est l'âge de votre copain ? Est-il épileptique ou a-t-il des antécédents cardiaques ?
Il y a une dame qui est tombée dans la rue.,MÉDICAL,2,3,MANQUE_ZONE_CORPS,Où s'est-elle blessée lors de la chute ? Saignements visibles ?
J'ai du mal à respirer et une douleur intense.,MÉDICAL,4,4,MANQUE_ZONE_CORPS,"La douleur se situe-t-elle dans la poitrine, le dos, ou autre chose ?"
"Quelqu'un force la porte de l'appartement d'en face. Je chuchote, je suis caché.",POLICE,3,3,MANQUE_ARME,Cette personne vous paraît-elle armée ? Y a-t-il des victimes visibles ?
Je ressens une douleur soudaine et forte. La connexion est mauvaise.,MÉDICAL,3,3,MANQUE_ZONE_CORPS,À quel endroit précisément ressentez-vous cette douleur ?
Un hangar brûle à côté de chez moi. La connexion est mauvaise.,POMPIER,3,3,MANQUE_PERSONNES_PIEGES,Y avait-il des personnes dans ce bâtiment ? Voyez-vous des sorties de secours ou des blessés ?
"Individu suspect observe les enfants dans le parc depuis 45 minutes, homme 40 ans, manteau gris.",POLICE,3,3,MANQUE_LIEU,Quel parc exactement ? Donnez-moi le nom et l'adresse ou la ville.
J'ai besoin d'accéder à une zone sécurisée en urgence.,ACCÈS,2,3,MANQUE_IDENTITE_DEMANDEUR,"Quel est votre nom, votre service et votre matricule ? La demande doit être validée par votre responsable."
"Ma femme a perdu connaissance dans la cuisine. Je chuchote, je suis caché.",MÉDICAL,4,4,MANQUE_SYMPTOMES,Respirez-vous près de sa bouche ? Est-ce qu'elle respire ? Son cœur bat-il ?
"Un appartement brûle, les flammes sortent par la fenêtre. Je tremble en appelant.",POMPIER,4,4,MANQUE_PROPAGATION,Les flammes atteignent-elles les appartements voisins ou le toit ?
"Mon fils a avalé un produit, il vomit, produit de nettoyage. La connexion est mauvaise.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel est l'âge de votre fils ? A-t-il des allergies connues ou d'autres problèmes de santé ?
"Un groupe d'individus s'en prend à une personne seule. Je chuchote, je suis caché.",POLICE,4,4,MANQUE_NOMBRE_INDIVIDUS,Combien sont-ils dans le groupe ? La victime est-elle à terre ou se défend-elle encore ?
"J'ai une douleur thoracique intense avec irradiation dans le bras gauche. J'ai 62 ans, antécédents cardiaques. Je suis au 15 rue Pasteur à Lyon. La connexion est mauvaise.",MÉDICAL,4,4,COMPLET,
Quelqu'un a été renversé par une voiture qui ne s'est pas arrêtée. Mon téléphone est presque déchargé.,POLICE,3,4,MANQUE_STATUT_VICTIME,La victime est-elle consciente et respire-t-elle ? A-t-elle été blessée à la tête ?
"Il y a quelqu'un d'effondré dans les toilettes, la porte est fermée. Je suis essoufflé.",MÉDICAL,3,3,MANQUE_CONSCIENCE,La personne répond-elle quand vous frappez et vous appelez ? Voyez-vous sous la porte ?
J'ai des vertiges intenses et des maux de tête.,MÉDICAL,3,3,MANQUE_ANTECEDENTS,"Quel est votre âge ? Avez-vous des antécédents de migraines, d'hypertension ou d'AVC ?"
Il y a un feu dans un garage avec des voitures. La connexion est mauvaise.,POMPIER,3,3,MANQUE_MATIERE_DANGEREUSE,"Y a-t-il des réservoirs de carburant, de gaz ou des véhicules électriques dans ce garage ?"
"Violences conjugales au 5 impasse des Lilas, Marseille 13ème. Mon mari Paul Martin, 38 ans, m'a frappée et est parti en voiture grise, plaque AB-123-CD. Je suis blessée au visage. Il y a beaucoup de bruit de fond.",POLICE,3,3,COMPLET,
"Mon voisin M. Bernard a l'air de faire un AVC : visage qui tombe à droite, bras gauche qui pend. Environ 70 ans. Je suis devant sa porte, immeuble Le Cèdre, 3 rue des Acacias, Rennes.",MÉDICAL,4,4,COMPLET,
Quelqu'un force la porte de l'appartement d'en face.,POLICE,3,3,MANQUE_ARME,Cette personne vous paraît-elle armée ? Y a-t-il des victimes visibles ?
"Ma femme inconsciente, elle respire, 45 ans, pas d'antécédents connus. La connexion est mauvaise.",MÉDICAL,4,4,MANQUE_LIEU,Donnez-moi immédiatement votre adresse ou dites-moi où vous vous trouvez.
"VPN Cisco AnyConnect erreur 429 Too Many Connections depuis 7h. 200 télétravailleurs bloqués. Toute la direction commerciale et marketing impactée. Concentrateur VPN hébergé OVH, région Paris. Dernier audit fonctionnel hier.",INFRA,3,3,COMPLET,
J'ai du mal à respirer et une douleur intense.,MÉDICAL,4,4,MANQUE_ZONE_CORPS,"La douleur se situe-t-elle dans la poitrine, le dos, ou autre chose ?"
Mon genou a gonflé après une chute.,MÉDICAL,2,2,MANQUE_SYMPTOMES,Pouvez-vous plier le genou ? Y a-t-il un craquement lors de la chute ?
"Un appartement brûle, les flammes sortent par la fenêtre. Je chuchote, je suis caché.",POMPIER,4,4,MANQUE_PROPAGATION,Les flammes atteignent-elles les appartements voisins ou le toit ?
"Il y a un incendie dans notre école, les enfants ont peur. Mon téléphone est presque déchargé.",POMPIER,4,4,MANQUE_EVACUATION,L'école est-elle en train d'être évacuée ? Connaissez-vous le nombre d'élèves présents ?
Bagarre avec armes blanches devant le collège Pasteur rue Lavoisier Toulouse. Deux blessés au sol. Quatre agresseurs ont fui direction parking. 15h30. Je suis essoufflé.,POLICE,4,4,COMPLET,
J'ai une violente réaction allergique après avoir mangé. Je suis essoufflé.,MÉDICAL,4,4,MANQUE_ANTECEDENTS,Êtes-vous porteur d'un EpiPen ? Avez-vous déjà eu un choc anaphylactique ?
"Incendie 3ème étage immeuble résidentiel, 6 étages, personnes bloquées signalées au 5ème, pas de matière dangereuse. Il y a beaucoup de bruit de fond.",POMPIER,4,4,MANQUE_LIEU,Les pompiers partent maintenant. Quelle est l'adresse exacte de l'immeuble ?
"Mon fils 6 ans a mangé des baies rouges du jardin. Il se plaint du ventre et a vomit une fois. 6 ans, pas d'allergie. Domicile 12 chemin des Muriers, Aix-en-Provence. La connexion est mauvaise.",MÉDICAL,3,3,COMPLET,
"Mon copain a fait une crise d'épilepsie. Il est épileptique, 28 ans. Il convulse, est conscient entre deux épisodes. Nous sommes au 22 rue de la Paix, Paris 2ème.",MÉDICAL,4,4,COMPLET,
J'ai avalé des médicaments par erreur.,MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel médicament et quelle quantité estimez-vous avoir avalé ? Quel est votre âge ?
"Douleur thoracique oppressante depuis 20 min, sueurs froides, nausées. 55 ans, hypertendu sous traitement. Domicile, 7 impasse des Roses, Toulouse.",MÉDICAL,4,4,COMPLET,
Ma fille est allongée par terre dans sa chambre et ne se lève pas. Je tremble en appelant.,MÉDICAL,4,4,MANQUE_CONSCIENCE,Est-ce qu'elle vous répond ? Peut-elle ouvrir les yeux ? Respirez-vous normalement ?
"Notre serveur principal hébergeant les fichiers client est complètement HS, erreur matérielle. Je chuchote, je suis caché.",INFRA,4,4,MANQUE_SAUVEGARDE,Avez-vous une sauvegarde récente ? Quelle est la dernière date de backup vérifiée fonctionnelle ?
L'authentification Active Directory est KO pour tous les employés. Mon téléphone est presque déchargé.,INFRA,4,4,MANQUE_CODE_ERREUR,Quel message d'erreur les utilisateurs voient-ils ? Les contrôleurs de domaine sont-ils joignables ?
Le VPN ne se connecte plus pour aucun collaborateur distant. J'ai du mal à parler.,INFRA,3,3,MANQUE_CODE_ERREUR,Quel message d'erreur le client VPN affiche-t-il ? Code d'erreur 800 ? Authentification échouée ?
"Mon père souffre énormément au ventre, il vomit et a de la fièvre. La connexion est mauvaise.",MÉDICAL,3,3,MANQUE_ANTECEDENTS,Quel est l'âge de votre père ? A-t-il des problèmes digestifs connus ou prend-il des médicaments ?
Mon équipement ne fonctionne plus du tout depuis ce matin.,INFRA,2,2,MANQUE_TYPE_PANNE,"Quel équipement est en panne ? Quel est le comportement exact : arrêt total, bruit anormal, message d'erreur ?"
Un homme est allongé sur le trottoir depuis 5 minutes. Il y a beaucoup de bruit de fond.,MÉDICAL,3,3,MANQUE_CONSCIENCE,Cet homme vous répond-il ? Voyez-vous sa poitrine se soulever ?
J'ai des vertiges intenses et des maux de tête.,MÉDICAL,3,3,MANQUE_ANTECEDENTS,"Quel est votre âge ? Avez-vous des antécédents de migraines, d'hypertension ou d'AVC ?"
J'ai du mal à respirer et une douleur intense.,MÉDICAL,4,4,MANQUE_ZONE_CORPS,"La douleur se situe-t-elle dans la poitrine, le dos, ou autre chose ?"
Il y a un problème avec notre machine de production.,INFRA,3,3,MANQUE_TYPE_PANNE,Quel type de machine ? L'arrêt est-il total ou partiel ? Y a-t-il un message d'erreur ou une alarme ?
"Ma mère est inconsciente, elle respire, poitrine et bras gauche douloureux.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,"Quel est l'âge de votre mère ? Est-elle cardiaque, diabétique ou sous traitement anticoagulant ?"
"Un homme agresse une femme dans la rue, c'est violent. Je tremble en appelant.",POLICE,3,4,MANQUE_ARME,Voyez-vous une arme dans les mains de l'agresseur ?
Notre base de données affiche une erreur et bloque toutes les transactions. Je tremble en appelant.,INFRA,4,4,MANQUE_CODE_ERREUR,Quel est le message d'erreur exact de la base de données ? Y a-t-il un code d'erreur spécifique ?
"Odeur de gaz très forte dans l'immeuble, résidents évacués, aucune flamme visible. J'ai du mal à parler.",POMPIER,3,4,MANQUE_LIEU,Quelle est l'adresse de l'immeuble pour couper l'alimentation en gaz ?
L'authentification Active Directory est KO pour tous les employés. Il y a beaucoup de bruit de fond.,INFRA,4,4,MANQUE_CODE_ERREUR,Quel message d'erreur les utilisateurs voient-ils ? Les contrôleurs de domaine sont-ils joignables ?
"Un feu s'est déclaré dans un entrepôt, je ne sais pas ce qu'il y a dedans. Je tremble en appelant.",POMPIER,4,4,MANQUE_MATIERE_DANGEREUSE,"Y a-t-il des panneaux de danger (tête de mort, flamme, explosion) sur le bâtiment ?"
Coupure fibre opérateur Orange sur le site de Bordeaux depuis 6h30. ERR_CONNECTION_TIMEOUT. 45 personnes sans internet ni téléphonie IP. Le lien de secours 4G bascule mais sature. Ticket ouvert chez Orange #4512.,INFRA,3,3,COMPLET,
"Mal de tête violent, soudain, le pire de ma vie, vertiges. 45 ans, pas d'antécédent. Au travail, bureau 304, 42 boulevard Haussmann, Paris 8ème. Je tremble en appelant.",MÉDICAL,4,4,COMPLET,
"Un homme agresse une femme avec un couteau, l'agresseur est armé, deux personnes impliquées. Il y a beaucoup de bruit de fond.",POLICE,4,4,MANQUE_LIEU,Les secours et la police sont en route. Donnez-moi l'adresse ou le lieu exact maintenant.
"J'ai avalé des médicaments, environ 15 comprimés, 45 ans. J'ai du mal à parler.",MÉDICAL,4,4,MANQUE_LIEU,À quelle adresse se trouve la victime ? Les secours doivent arriver vite.
Je me suis blessé il y a quelques minutes. Mon téléphone est presque déchargé.,MÉDICAL,2,2,MANQUE_ZONE_CORPS,Quelle partie du corps a été touchée ?
Ma mère dit qu'elle a une douleur dans le bras gauche et dans la poitrine. Mon téléphone est presque déchargé.,MÉDICAL,4,4,MANQUE_SYMPTOMES,"Est-ce que votre mère ressent aussi une oppression, des sueurs ou des nausées ?"
"Base de données Oracle corrompue après migration, erreur ORA-00600. 60 utilisateurs bloqués, backup du 2 mai disponible. Datacenter Nice, salle B.",INFRA,4,4,COMPLET,
"J'ai avalé des médicaments, environ 15 comprimés, 45 ans. La connexion est mauvaise.",MÉDICAL,4,4,MANQUE_LIEU,À quelle adresse se trouve la victime ? Les secours doivent arriver vite.
Je ressens une douleur soudaine et forte. J'ai du mal à parler.,MÉDICAL,3,3,MANQUE_ZONE_CORPS,À quel endroit précisément ressentez-vous cette douleur ?
Des gens se battent à la sortie de la boîte de nuit. Je suis essoufflé.,POLICE,3,3,MANQUE_NOMBRE_INDIVIDUS,Combien d'individus sont impliqués en tant qu'agresseurs et combien en tant que victimes ?
Accident de voiture sur l'A7 km 245 direction Marseille. Deux véhicules dont un en feu. Conducteur piégé dans le premier véhicule. Pas de produits dangereux. Trois blessés debout. Mon téléphone est presque déchargé.,POMPIER,4,4,COMPLET,
Ma voisine est effondrée sur son palier.,MÉDICAL,3,4,MANQUE_CONSCIENCE,Est-elle consciente ? Respirez-vous près de sa bouche pour vérifier si elle respire ?
"Notre ERP principal est HS, erreur 503 Service Unavailable. Il y a beaucoup de bruit de fond.",INFRA,4,4,MANQUE_PERIMETRE_IMPACT,"Quels départements sont bloqués ? La production, la comptabilité, le commercial ?"
"Fuite de gaz odeur très forte 3 rue Carnot Bordeaux. Immeuble 4 étages. Résidents évacués, gaz non coupé, pas de flamme. Dernier locataire sorti il y a 2 min. Je chuchote, je suis caché.",POMPIER,3,4,COMPLET,
"Quelqu'un force la porte de l'appartement d'en face. Je chuchote, je suis caché.",POLICE,3,3,MANQUE_ARME,Cette personne vous paraît-elle armée ? Y a-t-il des victimes visibles ?
"Serveur principal HS, erreur RAID critique, toute la compta bloquée, 45 utilisateurs, dernière sauvegarde hier 23h. Il y a beaucoup de bruit de fond.",INFRA,4,4,MANQUE_LIEU,Sur quel site ou datacenter ce serveur est-il hébergé ? L'équipe on-site peut-elle intervenir ?
"Mon fils de 4 ans a avalé peut-être 3 comprimés de paracétamol trouvés dans le sac à main. Il n'a pas d'allergie. Nous sommes au 8 passage de la Fontaine, Nantes.",MÉDICAL,4,4,COMPLET,
"Notre serveur principal hébergeant les fichiers client est complètement HS, erreur matérielle.",INFRA,4,4,MANQUE_SAUVEGARDE,Avez-vous une sauvegarde récente ? Quelle est la dernière date de backup vérifiée fonctionnelle ?
"Notre site web est totalement inaccessible depuis ce matin. Je chuchote, je suis caché.",INFRA,3,3,MANQUE_CODE_ERREUR,"Quelle erreur HTTP s'affiche ? 502, 503, timeout ? Le serveur répond-il au ping ?"
"Un ancien employé essaie d'entrer avec son badge. Je chuchote, je suis caché.",ACCÈS,3,3,MANQUE_HABILITATION,Le badge est-il toujours actif dans le système ? Depuis quand cet employé a-t-il quitté la société ?
"Cambriolage terminé, suspect parti direction nord, homme blanc environ 30 ans, capuche noire.",POLICE,2,2,MANQUE_LIEU,À quelle adresse a eu lieu le cambriolage ? J'envoie une patrouille.
Je saigne beaucoup du bras suite à une coupure profonde. Mon téléphone est presque déchargé.,MÉDICAL,3,3,MANQUE_ANTECEDENTS,Quel est votre âge ? Prenez-vous des anticoagulants ou avez-vous des problèmes de coagulation ?
"Un feu s'est déclaré dans un entrepôt, je ne sais pas ce qu'il y a dedans.",POMPIER,4,4,MANQUE_MATIERE_DANGEREUSE,"Y a-t-il des panneaux de danger (tête de mort, flamme, explosion) sur le bâtiment ?"
"Bagarre au couteau, une personne à terre, saignement, deux agresseurs ont fui. Mon téléphone est presque déchargé.",POLICE,4,4,MANQUE_LIEU,Où êtes-vous exactement ? La police et le SAMU arrivent.
La base de données de production est corrompue après une mise à jour ratée.,INFRA,4,4,MANQUE_SAUVEGARDE,Avez-vous un backup récent en état de marche ? Un rollback est-il possible sur la version précédente ?
"Il y a un incendie dans l'immeuble en face, de la fumée partout. La connexion est mauvaise.",POMPIER,4,4,MANQUE_PERSONNES_PIEGES,Y a-t-il des personnes encore bloquées à l'intérieur ? Entendez-vous des cris aux fenêtres ?
"Il y a un incendie dans notre immeuble, de la fumée dense. Je tremble en appelant.",POMPIER,4,4,MANQUE_PROPAGATION,Le feu se propage-t-il ? À quel étage a-t-il démarré et gagne-t-il les étages supérieurs ?
J'ai des vertiges intenses et des maux de tête.,MÉDICAL,3,3,MANQUE_ANTECEDENTS,"Quel est votre âge ? Avez-vous des antécédents de migraines, d'hypertension ou d'AVC ?"
"Serveur principal HS, erreur RAID critique, toute la compta bloquée, 45 utilisateurs, dernière sauvegarde hier 23h.",INFRA,4,4,MANQUE_LIEU,Sur quel site ou datacenter ce serveur est-il hébergé ? L'équipe on-site peut-elle intervenir ?
"Mon copain a fait une crise, il convulse, une douleur à la poitrine. Je suis essoufflé.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel est l'âge de votre copain ? Est-il épileptique ou a-t-il des antécédents cardiaques ?
L'authentification Active Directory est KO pour tous les employés. La connexion est mauvaise.,INFRA,4,4,MANQUE_CODE_ERREUR,Quel message d'erreur les utilisateurs voient-ils ? Les contrôleurs de domaine sont-ils joignables ?
J'ai chuté et j'ai mal au dos. Mon téléphone est presque déchargé.,MÉDICAL,2,2,MANQUE_SYMPTOMES,Ressentez-vous des fourmillements dans les membres ou avez-vous du mal à bouger ?
"La dame tombée dans la rue a la jambe déformée, saignement, 70 ans environ. J'ai du mal à parler.",MÉDICAL,3,3,MANQUE_LIEU,"À quel endroit de la ville se trouve-t-elle ? La rue, un monument proche ?"
Mon badge ne fonctionne plus. Mon téléphone est presque déchargé.,ACCÈS,2,2,MANQUE_TYPE_ERREUR_ACCES,"Le badge est-il rejeté avec un bip rouge, ou le lecteur ne réagit-il pas du tout ?"
Je me suis coupé mais c'est profond.,MÉDICAL,2,2,MANQUE_ZONE_CORPS,Sur quelle partie du corps avez-vous cette coupure ?
J'ai mal à la poitrine avec des douleurs dans le bras gauche.,MÉDICAL,4,4,MANQUE_ANTECEDENTS,"Quel est votre âge ? Avez-vous des antécédents cardiaques, du diabète ou de l'hypertension ?"
Ma femme a perdu connaissance dans la cuisine. Il y a beaucoup de bruit de fond.,MÉDICAL,4,4,MANQUE_SYMPTOMES,Respirez-vous près de sa bouche ? Est-ce qu'elle respire ? Son cœur bat-il ?
"J'ai une coupure profonde au bras qui saigne beaucoup, 25 ans, pas d'antécédents.",MÉDICAL,3,3,MANQUE_LIEU,Où vous trouvez-vous exactement ? Adresse ou lieu le plus précis possible.
"Collaborateur J. Martin badge rejeté depuis ce matin. Badge physique OK visuellement. Erreur rouge sur le lecteur du 3ème étage sécurisé. Employé présent depuis 3 ans, poste de développeur sénior. Je tremble en appelant.",INFRA,2,2,COMPLET,
Le VPN ne se connecte plus pour aucun collaborateur distant. Mon téléphone est presque déchargé.,INFRA,3,3,MANQUE_CODE_ERREUR,Quel message d'erreur le client VPN affiche-t-il ? Code d'erreur 800 ? Authentification échouée ?
Je saigne et j'ai très mal. La connexion est mauvaise.,MÉDICAL,3,3,MANQUE_ZONE_CORPS,Sur quelle partie du corps saignez-vous ?
"Incendie de cuisine maîtrisé partiellement, fumée dense, tout le monde évacué, pas de blessé. Je tremble en appelant.",POMPIER,3,3,MANQUE_LIEU,À quelle adresse se trouve le logement sinistré ?
"Feu de cuisine 22 rue Victor Hugo Nantes, RDC. Maîtrisé partiellement avec l'extincteur. Fumée dense dans l'appartement. Personne blessée. Locataire à l'extérieur. Mon téléphone est presque déchargé.",POMPIER,2,2,COMPLET,
"Mon copain a fait une crise, il tremble, il est à la poitrine.",MÉDICAL,4,4,MANQUE_CONSCIENCE,Est-ce qu'il vous répond quand vous lui parlez ? Ses yeux sont-ils ouverts ?
"Je saigne abondamment du bras, coupure profonde par un couteau. 28 ans, pas de traitement. Je suis dans mon appartement au 3 rue des Lilas, Paris 11ème. Je suis essoufflé.",MÉDICAL,3,3,COMPLET,
Un hangar brûle à côté de chez moi.,POMPIER,3,3,MANQUE_PERSONNES_PIEGES,Y avait-il des personnes dans ce bâtiment ? Voyez-vous des sorties de secours ou des blessés ?
Je n'arrive plus à accéder à mon compte. Je tremble en appelant.,ACCÈS,2,2,MANQUE_TYPE_ERREUR_ACCES,"Quel type d'accès est bloqué : compte Windows, application métier, VPN, messagerie ? Quel message s'affiche ?"
Un appartement brûle au 4ème étage dans ma rue. Mon téléphone est presque déchargé.,POMPIER,4,4,MANQUE_PERSONNES_PIEGES,Voyez-vous quelqu'un à une fenêtre ou sur un balcon ? Des personnes ont-elles pu sortir ?
"Collaborateur J. Martin badge rejeté depuis ce matin. Badge physique OK visuellement. Erreur rouge sur le lecteur du 3ème étage sécurisé. Employé présent depuis 3 ans, poste de développeur sénior. La connexion est mauvaise.",INFRA,2,2,COMPLET,
"Ma femme a chuté dans l'escalier. Elle a mal à la cheville, gonflement visible. 38 ans, pas d'antécédent. Nous sommes chez nous au 12 rue Gambetta, Bordeaux. Je tremble en appelant.",MÉDICAL,2,2,COMPLET,
Ma voisine a l'air de faire un malaise sur le palier. La connexion est mauvaise.,MÉDICAL,3,3,MANQUE_ZONE_CORPS,"Qu'est-ce que vous observez chez elle : est-elle consciente, tient-elle debout ?"
"Notre ERP principal est HS, erreur 503 Service Unavailable. La connexion est mauvaise.",INFRA,4,4,MANQUE_PERIMETRE_IMPACT,"Quels départements sont bloqués ? La production, la comptabilité, le commercial ?"
"J'ai chuté dans l'escalier, cheville déformée, douleur 8/10. 35 ans, pas d'antécédent. Je suis au domicile, 8 avenue Foch, Bordeaux. J'ai du mal à parler.",MÉDICAL,2,2,COMPLET,
J'ai mal à la poitrine avec des douleurs dans le bras gauche. Il y a beaucoup de bruit de fond.,MÉDICAL,4,4,MANQUE_ANTECEDENTS,"Quel est votre âge ? Avez-vous des antécédents cardiaques, du diabète ou de l'hypertension ?"
"Un homme est allongé sur le trottoir depuis 5 minutes. Je chuchote, je suis caché.",MÉDICAL,3,3,MANQUE_CONSCIENCE,Cet homme vous répond-il ? Voyez-vous sa poitrine se soulever ?
"Mon collègue Julien, 45 ans, cardiaque connu, a une douleur thoracique intense avec irradiation dans le bras gauche. Il est conscient mais pâle. Bureau 204, bâtiment B, 15 boulevard des Capucines, Paris.",MÉDICAL,4,4,COMPLET,
"Fuite de gaz odeur très forte 3 rue Carnot Bordeaux. Immeuble 4 étages. Résidents évacués, gaz non coupé, pas de flamme. Dernier locataire sorti il y a 2 min. Je tremble en appelant.",POMPIER,3,4,COMPLET,
Coupure fibre opérateur Orange sur le site de Bordeaux depuis 6h30. ERR_CONNECTION_TIMEOUT. 45 personnes sans internet ni téléphonie IP. Le lien de secours 4G bascule mais sature. Ticket ouvert chez Orange #4512. Il y a beaucoup de bruit de fond.,INFRA,3,3,COMPLET,
"Ma mère est inconsciente, elle respire, poitrine et bras gauche douloureux. Je tremble en appelant.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,"Quel est l'âge de votre mère ? Est-elle cardiaque, diabétique ou sous traitement anticoagulant ?"
Il y a un feu de forêt qui approche du village. J'ai du mal à parler.,POMPIER,4,4,MANQUE_PROPAGATION,Dans quelle direction le feu progresse-t-il ? Quel est l'écart entre le feu et les premières maisons ?
"Il y a quelqu'un d'effondré dans les toilettes, la porte est fermée. Mon téléphone est presque déchargé.",MÉDICAL,3,3,MANQUE_CONSCIENCE,La personne répond-elle quand vous frappez et vous appelez ? Voyez-vous sous la porte ?
Un prestataire externe demande accès à notre salle serveurs. Je tremble en appelant.,ACCÈS,3,3,MANQUE_HABILITATION,Dispose-t-il d'un bon d'intervention signé par un responsable interne ? Quelle entreprise représente-t-il ?
J'ai mal à la poitrine avec des douleurs dans le bras gauche.,MÉDICAL,4,4,MANQUE_ANTECEDENTS,"Quel est votre âge ? Avez-vous des antécédents cardiaques, du diabète ou de l'hypertension ?"
Ma femme a perdu connaissance dans la cuisine. Il y a beaucoup de bruit de fond.,MÉDICAL,4,4,MANQUE_SYMPTOMES,Respirez-vous près de sa bouche ? Est-ce qu'elle respire ? Son cœur bat-il ?
"Un feu s'est déclaré dans un entrepôt, je ne sais pas ce qu'il y a dedans. Je suis essoufflé.",POMPIER,4,4,MANQUE_MATIERE_DANGEREUSE,"Y a-t-il des panneaux de danger (tête de mort, flamme, explosion) sur le bâtiment ?"
